logt,num,r,r-i
8.4,86,-2.523,0.627
8.4,87,-2.642,0.642
8.4,88,-2.7680000000000002,0.66
8.4,89,-2.909,0.693
8.4,90,-3.0210000000000004,0.715
8.4,91,-3.1519999999999997,0.74
8.4,92,-3.278,0.772
8.4,93,-3.363,0.818
8.4,94,-3.4610000000000003,0.873
8.4,95,-3.54,0.909
8.4,96,-3.617,0.9590000000000001
8.4,97,-3.583,1.082
8.4,98,-3.5189999999999997,1.2329999999999999
8.4,99,-3.451,1.3840000000000001
8.4,100,-3.247,1.62
8.4,101,-3.205,1.666
8.4,102,-3.234,1.652
8.4,103,-3.091,1.781
8.4,104,-2.8569999999999998,2.0
8.4,105,-2.835,2.0180000000000002
8.4,106,-2.803,2.046
8.4,107,-2.767,2.074
8.4,108,-2.73,2.103
8.4,109,-2.702,2.125
8.4,110,-2.665,2.155
8.4,111,-2.6289999999999996,2.1830000000000003
8.4,112,-2.593,2.211
8.4,113,-2.557,2.24
8.4,114,-2.522,2.267
8.4,115,-2.4859999999999998,2.295
8.45,0,12.276,1.587
8.45,1,11.315,1.3880000000000001
8.45,2,10.71,1.287
8.45,3,10.243,1.218
8.45,4,9.837,1.158
8.45,5,9.426,1.114
8.45,6,9.017999999999999,1.025
8.45,7,8.585,0.91
8.45,8,8.163,0.8190000000000001
8.45,9,7.763,0.741
8.45,10,7.428999999999999,0.6809999999999999
8.45,11,6.955,0.612
8.45,12,6.638999999999999,0.569
8.45,13,6.151,0.51
8.45,14,5.447,0.431
8.45,15,4.85,0.377
8.45,16,4.322,0.335
8.45,17,3.8360000000000003,0.298
8.45,18,3.4960000000000004,0.271
8.45,19,3.423,0.265
8.45,20,3.054,0.23
8.45,21,2.741,0.192
8.45,22,2.4530000000000003,0.145
8.45,23,2.452,0.145
8.45,24,2.435,0.142
8.45,25,2.1959999999999997,0.10300000000000001
8.45,26,1.973,0.07
8.45,27,1.7719999999999998,0.045
8.45,28,1.6780000000000002,0.034
8.45,29,1.635,0.03
8.45,30,1.5819999999999999,0.025
8.45,31,1.234,0.0
8.45,32,1.188,-0.003
8.45,33,0.8590000000000001,-0.018000000000000002
8.45,34,0.747,-0.021
8.45,35,0.5660000000000001,-0.026000000000000002
8.45,36,0.332,-0.031
8.45,37,0.125,-0.033
8.45,38,-0.064,-0.033
8.45,39,-0.13,-0.032
8.45,40,-0.259,-0.031
8.45,41,-0.42200000000000004,-0.028999999999999998
8.45,42,-0.579,-0.025
8.45,43,-0.733,-0.019
8.45,44,-0.807,-0.016
8.45,45,-0.8759999999999999,-0.013999999999999999
8.45,46,-0.917,-0.013999999999999999
8.45,47,-0.94,-0.016
8.45,48,-0.9470000000000001,-0.022000000000000002
8.45,49,-0.9359999999999999,-0.032
8.45,50,-0.929,-0.04
8.45,51,-0.93,-0.046
8.45,52,-0.9109999999999999,-0.045
8.45,53,-0.8759999999999999,-0.039
8.45,54,-0.946,-0.032
8.45,55,-1.087,-0.022000000000000002
8.45,56,-1.217,-0.01
8.45,57,-1.301,0.003
8.45,58,-1.365,0.022000000000000002
8.45,59,-1.4169999999999998,0.047
8.45,60,-1.443,0.069
8.45,61,-1.4569999999999999,0.10099999999999999
8.45,62,-1.46,0.139
8.45,63,-1.445,0.18600000000000003
8.45,64,-1.4080000000000001,0.24100000000000002
8.45,65,-1.3430000000000002,0.298
8.45,66,-1.24,0.349
8.45,67,-1.094,0.389
8.45,68,-0.917,0.42200000000000004
8.45,69,-0.773,0.45
8.45,70,-0.738,0.461
8.45,71,-0.836,0.49
8.45,72,-1.015,0.508
8.45,73,-1.138,0.521
8.45,74,-1.2570000000000001,0.5329999999999999
8.45,75,-1.3780000000000001,0.545
8.45,76,-1.5019999999999998,0.555
8.45,77,-1.642,0.569
8.45,78,-1.7619999999999998,0.58
8.45,79,-1.88,0.5920000000000001
8.45,80,-1.986,0.605
8.45,81,-2.103,0.617
8.45,82,-2.199,0.626
8.45,83,-2.265,0.634
8.45,84,-2.572,0.643
8.45,85,-2.717,0.672
8.45,86,-2.8289999999999997,0.693
8.45,87,-2.9589999999999996,0.718
8.45,88,-3.092,0.745
8.45,89,-3.198,0.7759999999999999
8.45,90,-3.2969999999999997,0.831
8.45,91,-3.3739999999999997,0.8690000000000001
8.45,92,-3.46,0.914
8.45,93,-3.542,0.961
8.45,94,-3.484,1.102
8.45,95,-3.4360000000000004,1.2309999999999999
8.45,96,-3.343,1.406
8.45,97,-3.29,1.496
8.45,98,-3.237,1.56
8.45,99,-3.085,1.6980000000000002
8.45,100,-2.9189999999999996,1.864
8.45,101,-2.9,1.88
8.45,102,-2.8689999999999998,1.91
8.45,103,-2.839,1.939
8.45,104,-2.8080000000000003,1.969
8.45,105,-2.783,1.993
8.45,106,-2.753,2.021
8.45,107,-2.716,2.053
8.45,108,-2.677,2.083
8.45,109,-2.638,2.114
8.45,110,-2.5989999999999998,2.145
8.45,111,-2.56,2.175
8.45,112,-2.52,2.207
8.45,113,-2.481,2.238
8.45,114,-2.4419999999999997,2.2680000000000002
8.45,115,-2.403,2.299
8.45,116,-2.363,2.331
8.5,0,12.276,1.588
8.5,1,11.315,1.3880000000000001
8.5,2,10.71,1.288
8.5,3,10.242,1.218
8.5,4,9.837,1.158
8.5,5,9.426,1.115
8.5,6,9.017000000000001,1.025
8.5,7,8.585,0.9109999999999999
8.5,8,8.162,0.818
8.5,9,7.763,0.742
8.5,10,7.601,0.708
8.5,11,6.955,0.612
8.5,12,6.8,0.59
8.5,13,6.149,0.51
8.5,14,5.445,0.431
8.5,15,4.8469999999999995,0.376
8.5,16,4.3180000000000005,0.335
8.5,17,3.832,0.299
8.5,18,3.552,0.275
8.5,19,3.417,0.264
8.5,20,3.048,0.23
8.5,21,2.733,0.192
8.5,22,2.613,0.17300000000000001
8.5,23,2.443,0.146
8.5,24,2.185,0.10400000000000001
8.5,25,1.96,0.07200000000000001
8.5,26,1.785,0.05
8.5,27,1.755,0.047
8.5,28,1.6569999999999998,0.037000000000000005
8.5,29,1.5590000000000002,0.027999999999999997
8.5,30,1.311,0.01
8.5,31,1.198,0.003
8.5,32,0.977,-0.006999999999999999
8.5,33,0.7070000000000001,-0.017
8.5,34,0.684,-0.018000000000000002
8.5,35,0.452,-0.022000000000000002
8.5,36,0.245,-0.025
8.5,37,0.057,-0.025
8.5,38,-0.11699999999999999,-0.023
8.5,39,-0.27699999999999997,-0.02
8.5,40,-0.304,-0.02
8.5,41,-0.446,-0.016
8.5,42,-0.596,-0.01
8.5,43,-0.6659999999999999,-0.006
8.5,44,-0.732,-0.003
8.5,45,-0.772,-0.003
8.5,46,-0.7979999999999999,-0.006
8.5,47,-0.8079999999999999,-0.012
8.5,48,-0.8029999999999999,-0.023
8.5,49,-0.799,-0.032
8.5,50,-0.804,-0.04
8.5,51,-0.784,-0.039
8.5,52,-0.745,-0.033
8.5,53,-0.812,-0.024
8.5,54,-0.9490000000000001,-0.013000000000000001
8.5,55,-1.069,0.002
8.5,56,-1.143,0.017
8.5,57,-1.2009999999999998,0.037000000000000005
8.5,58,-1.24,0.067
8.5,59,-1.2570000000000001,0.094
8.5,60,-1.266,0.127
8.5,61,-1.26,0.166
8.5,62,-1.237,0.212
8.5,63,-1.193,0.264
8.5,64,-1.122,0.313
8.5,65,-1.0170000000000001,0.35600000000000004
8.5,66,-0.872,0.392
8.5,67,-0.7020000000000001,0.42100000000000004
8.5,68,-0.563,0.445
8.5,69,-0.532,0.456
8.5,70,-0.617,0.484
8.5,71,-0.792,0.502
8.5,72,-0.922,0.513
8.5,73,-1.041,0.526
8.5,74,-1.167,0.537
8.5,75,-1.296,0.5479999999999999
8.5,76,-1.446,0.561
8.5,77,-1.574,0.57
8.5,78,-1.6969999999999998,0.5820000000000001
8.5,79,-1.806,0.596
8.5,80,-1.929,0.61
8.5,81,-2.0380000000000003,0.62
8.5,82,-2.114,0.628
8.5,83,-2.478,0.645
8.5,84,-2.6039999999999996,0.665
8.5,85,-2.738,0.691
8.5,86,-2.846,0.713
8.5,87,-2.9810000000000003,0.74
8.5,88,-3.1060000000000003,0.772
8.5,89,-3.2,0.821
8.5,90,-3.33,0.888
8.5,91,-3.449,0.95
8.5,92,-3.429,1.03
8.5,93,-3.408,1.0979999999999999
8.5,94,-3.3819999999999997,1.151
8.5,95,-3.3539999999999996,1.204
8.5,96,-3.322,1.275
8.5,97,-3.2689999999999997,1.403
8.5,98,-3.057,1.643
8.5,99,-2.989,1.7180000000000002
8.5,100,-2.946,1.76
8.5,101,-2.92,1.785
8.5,102,-2.895,1.8090000000000002
8.5,103,-2.8689999999999998,1.834
8.5,104,-2.843,1.859
8.5,105,-2.818,1.883
8.5,106,-2.792,1.9080000000000001
8.5,107,-2.767,1.932
8.5,108,-2.742,1.956
8.5,109,-2.716,1.9809999999999999
8.5,110,-2.69,2.006
8.5,111,-2.6639999999999997,2.031
8.5,112,-2.6319999999999997,2.057
8.5,113,-2.5989999999999998,2.083
8.5,114,-2.565,2.11
8.5,115,-2.532,2.136
8.5,116,-2.476,2.18
8.5,117,-2.327,2.2969999999999997
8.55,0,12.276,1.588
8.55,1,11.314,1.3869999999999998
8.55,2,10.709000000000001,1.287
8.55,3,10.242,1.218
8.55,4,9.836,1.158
8.55,5,9.425,1.115
8.55,6,9.017000000000001,1.025
8.55,7,8.584,0.91
8.55,8,8.162,0.8190000000000001
8.55,9,7.7620000000000005,0.741
8.55,10,6.956,0.614
8.55,11,6.147,0.509
8.55,12,5.442,0.43
8.55,13,4.843999999999999,0.376
8.55,14,4.314,0.335
8.55,15,3.898,0.304
8.55,16,3.827,0.299
8.55,17,3.609,0.281
8.55,18,3.41,0.264
8.55,19,3.042,0.231
8.55,20,2.8360000000000003,0.20600000000000002
8.55,21,2.7239999999999998,0.192
8.55,22,2.432,0.147
8.55,23,2.173,0.105
8.55,24,1.945,0.07400000000000001
8.55,25,1.922,0.071
8.55,26,1.733,0.05
8.55,27,1.632,0.039
8.55,28,1.5330000000000001,0.032
8.55,29,1.431,0.023
8.55,30,1.157,0.008
8.55,31,1.0979999999999999,0.004
8.55,32,0.825,-0.006999999999999999
8.55,33,0.605,-0.012
8.55,34,0.574,-0.013000000000000001
8.55,35,0.368,-0.015
8.55,36,0.18,-0.015
8.55,37,0.006999999999999999,-0.013999999999999999
8.55,38,-0.152,-0.01
8.55,39,-0.3,-0.004
8.55,40,-0.444,0.004
8.55,41,-0.515,0.006999999999999999
8.55,42,-0.545,0.008
8.55,43,-0.585,0.01
8.55,44,-0.625,0.01
8.55,45,-0.6509999999999999,0.008
8.55,46,-0.664,0.0
8.55,47,-0.669,-0.013000000000000001
8.55,48,-0.669,-0.024
8.55,49,-0.677,-0.033
8.55,50,-0.6559999999999999,-0.032
8.55,51,-0.613,-0.026000000000000002
8.55,52,-0.677,-0.013999999999999999
8.55,53,-0.807,-0.002
8.55,54,-0.917,0.015
8.55,55,-0.981,0.033
8.55,56,-1.026,0.057999999999999996
8.55,57,-1.057,0.092
8.55,58,-1.07,0.11900000000000001
8.55,59,-1.068,0.154
8.55,60,-1.054,0.19399999999999998
8.55,61,-1.025,0.239
8.55,62,-0.975,0.28600000000000003
8.55,63,-0.9,0.32799999999999996
8.55,64,-0.794,0.36200000000000004
8.55,65,-0.6509999999999999,0.39299999999999996
8.55,66,-0.488,0.419
8.55,67,-0.35200000000000004,0.441
8.55,68,-0.326,0.451
8.55,69,-0.39799999999999996,0.47700000000000004
8.55,70,-0.57,0.495
8.55,71,-0.701,0.506
8.55,72,-0.826,0.517
8.55,73,-0.956,0.53
8.55,74,-1.091,0.54
8.55,75,-1.251,0.552
8.55,76,-1.381,0.562
8.55,77,-1.514,0.5720000000000001
8.55,78,-1.625,0.589
8.55,79,-1.754,0.603
8.55,80,-1.8780000000000001,0.612
8.55,81,-1.963,0.622
8.55,82,-2.311,0.636
8.55,83,-2.448,0.65
8.55,84,-2.582,0.677
8.55,85,-2.69,0.698
8.55,86,-2.826,0.7240000000000001
8.55,87,-2.9560000000000004,0.7509999999999999
8.55,88,-3.0610000000000004,0.7879999999999999
8.55,89,-3.175,0.8490000000000001
8.55,90,-3.283,0.9079999999999999
8.55,91,-3.347,0.943
8.55,92,-3.359,0.9990000000000001
8.55,93,-3.3360000000000003,1.0659999999999998
8.55,94,-3.2969999999999997,1.139
8.55,95,-3.27,1.218
8.55,96,-3.215,1.345
8.55,97,-3.076,1.546
8.55,98,-2.9930000000000003,1.636
8.55,99,-2.929,1.699
8.55,100,-2.9010000000000002,1.726
8.55,101,-2.8739999999999997,1.7519999999999998
8.55,102,-2.846,1.7790000000000001
8.55,103,-2.818,1.806
8.55,104,-2.7910000000000004,1.8319999999999999
8.55,105,-2.763,1.859
8.55,106,-2.736,1.885
8.55,107,-2.7089999999999996,1.911
8.55,108,-2.681,1.9380000000000002
8.55,109,-2.654,1.964
8.55,110,-2.6260000000000003,1.9909999999999999
8.55,111,-2.5980000000000003,2.0180000000000002
8.55,112,-2.5669999999999997,2.045
8.55,113,-2.531,2.073
8.55,114,-2.496,2.101
8.55,115,-2.445,2.141
8.55,116,-2.326,2.234
8.55,117,-2.248,2.295
8.6,0,12.276,1.588
8.6,1,11.314,1.3869999999999998
8.6,2,10.709000000000001,1.287
8.6,3,10.241,1.218
8.6,4,9.835,1.157
8.6,5,9.424,1.115
8.6,6,9.017000000000001,1.025
8.6,7,8.584,0.91
8.6,8,8.161,0.818
8.6,9,7.761,0.741
8.6,10,6.955,0.614
8.6,11,6.145,0.509
8.6,12,5.439,0.429
8.6,13,4.84,0.375
8.6,14,4.309,0.33399999999999996
8.6,15,3.968,0.309
8.6,16,3.821,0.298
8.6,17,3.665,0.28600000000000003
8.6,18,3.403,0.264
8.6,19,3.1319999999999997,0.24
8.6,20,3.034,0.23
8.6,21,2.714,0.192
8.6,22,2.42,0.14800000000000002
8.6,23,2.16,0.107
8.6,24,2.051,0.092
8.6,25,1.926,0.077
8.6,26,1.7080000000000002,0.053
8.6,27,1.605,0.043
8.6,28,1.565,0.04
8.6,29,1.5019999999999998,0.035
8.6,30,1.2229999999999999,0.016
8.6,31,1.1059999999999999,0.011000000000000001
8.6,32,0.948,0.005
8.6,33,0.7140000000000001,-0.002
8.6,34,0.509,-0.005
8.6,35,0.509,-0.005
8.6,36,0.491,-0.005
8.6,37,0.305,-0.005
8.6,38,0.134,-0.002
8.6,39,-0.022000000000000002,0.002
8.6,40,-0.168,0.009000000000000001
8.6,41,-0.306,0.018000000000000002
8.6,42,-0.371,0.023
8.6,43,-0.434,0.027000000000000003
8.6,44,-0.474,0.027999999999999997
8.6,45,-0.503,0.024
8.6,46,-0.523,0.013999999999999999
8.6,47,-0.5329999999999999,-0.001
8.6,48,-0.539,-0.015
8.6,49,-0.551,-0.026000000000000002
8.6,50,-0.529,-0.024
8.6,51,-0.496,-0.013999999999999999
8.6,52,-0.586,0.001
8.6,53,-0.7140000000000001,0.021
8.6,54,-0.81,0.05
8.6,55,-0.843,0.07200000000000001
8.6,56,-0.867,0.10099999999999999
8.6,57,-0.878,0.139
8.6,58,-0.875,0.17
8.6,59,-0.8590000000000001,0.205
8.6,60,-0.81,0.265
8.6,61,-0.718,0.322
8.6,62,-0.622,0.354
8.6,63,-0.499,0.382
8.6,64,-0.353,0.406
8.6,65,-0.15,0.439
8.6,66,-0.128,0.44799999999999995
8.6,67,-0.205,0.475
8.6,68,-0.34299999999999997,0.489
8.6,69,-0.49700000000000005,0.501
8.6,70,-0.647,0.512
8.6,71,-0.764,0.523
8.6,72,-0.907,0.535
8.6,73,-1.056,0.546
8.6,74,-1.167,0.5529999999999999
8.6,75,-1.288,0.562
8.6,76,-1.405,0.573
8.6,77,-1.506,0.586
8.6,78,-1.61,0.597
8.6,79,-1.7180000000000002,0.606
8.6,80,-1.8,0.616
8.6,81,-1.834,0.62
8.6,82,-2.144,0.626
8.6,83,-2.2840000000000003,0.64
8.6,84,-2.426,0.6629999999999999
8.6,85,-2.5340000000000003,0.684
8.6,86,-2.67,0.71
8.6,87,-2.799,0.735
8.6,88,-2.918,0.758
8.6,89,-3.0210000000000004,0.809
8.6,90,-3.1180000000000003,0.865
8.6,91,-3.19,0.902
8.6,92,-3.2560000000000002,0.935
8.6,93,-3.29,0.98
8.6,94,-3.239,1.075
8.6,95,-3.217,1.161
8.6,96,-3.162,1.286
8.6,97,-3.0860000000000003,1.4509999999999998
8.6,98,-2.9960000000000004,1.555
8.6,99,-2.911,1.639
8.6,100,-2.8819999999999997,1.6669999999999998
8.6,101,-2.852,1.696
8.6,102,-2.823,1.724
8.6,103,-2.793,1.7530000000000001
8.6,104,-2.764,1.781
8.6,105,-2.735,1.8090000000000002
8.6,106,-2.705,1.837
8.6,107,-2.676,1.865
8.6,108,-2.647,1.893
8.6,109,-2.617,1.922
8.6,110,-2.5869999999999997,1.9509999999999998
8.6,111,-2.5580000000000003,1.979
8.6,112,-2.528,2.008
8.6,113,-2.497,2.037
8.6,114,-2.46,2.066
8.6,115,-2.415,2.101
8.6,116,-2.325,2.1719999999999997
8.6,117,-2.261,2.222
8.6,118,-2.2230000000000003,2.251
8.6,119,-2.186,2.28
8.6,120,-2.148,2.31
8.65,0,12.276,1.588
8.65,1,11.314,1.3880000000000001
8.65,2,10.709000000000001,1.288
8.65,3,10.241,1.218
8.65,4,9.835,1.158
8.65,5,9.423,1.115
8.65,6,9.042,1.031
8.65,7,9.016,1.024
8.65,8,8.583,0.91
8.65,9,8.161,0.8190000000000001
8.65,10,7.761,0.742
8.65,11,6.952999999999999,0.613
8.65,12,6.143,0.509
8.65,13,5.436,0.429
8.65,14,4.837,0.376
8.65,15,4.335,0.337
8.65,16,4.303,0.33299999999999996
8.65,17,4.038,0.314
8.65,18,3.815,0.298
8.65,19,3.722,0.29100000000000004
8.65,20,3.3939999999999997,0.263
8.65,21,3.364,0.261
8.65,22,3.025,0.23
8.65,23,2.7030000000000003,0.193
8.65,24,2.407,0.149
8.65,25,2.2,0.11699999999999999
8.65,26,2.145,0.11
8.65,27,1.905,0.08
8.65,28,1.71,0.057999999999999996
8.65,29,1.68,0.055999999999999994
8.65,30,1.5730000000000002,0.048
8.65,31,1.4669999999999999,0.040999999999999995
8.65,32,1.35,0.032
8.65,33,1.077,0.018000000000000002
8.65,34,1.047,0.017
8.65,35,0.84,0.011000000000000001
8.65,36,0.635,0.008
8.65,37,0.451,0.008
8.65,38,0.391,0.009000000000000001
8.65,39,0.265,0.011000000000000001
8.65,40,0.111,0.017
8.65,41,-0.027000000000000003,0.026000000000000002
8.65,42,-0.159,0.037000000000000005
8.65,43,-0.222,0.043
8.65,44,-0.281,0.048
8.65,45,-0.32,0.048
8.65,46,-0.35200000000000004,0.043
8.65,47,-0.374,0.033
8.65,48,-0.397,0.011000000000000001
8.65,49,-0.406,-0.003
8.65,50,-0.425,-0.017
8.65,51,-0.402,-0.015
8.65,52,-0.36,-0.003
8.65,53,-0.43799999999999994,0.013999999999999999
8.65,54,-0.5539999999999999,0.035
8.65,55,-0.636,0.068
8.65,56,-0.6659999999999999,0.09300000000000001
8.65,57,-0.688,0.124
8.65,58,-0.688,0.166
8.65,59,-0.6779999999999999,0.19699999999999998
8.65,60,-0.6579999999999999,0.23
8.65,61,-0.6,0.28300000000000003
8.65,62,-0.5,0.332
8.65,63,-0.401,0.361
8.65,64,-0.275,0.386
8.65,65,-0.134,0.408
8.65,66,0.047,0.439
8.65,67,0.066,0.447
8.65,68,-0.019,0.473
8.65,69,-0.155,0.485
8.65,70,-0.307,0.498
8.65,71,-0.46399999999999997,0.509
8.65,72,-0.589,0.518
8.65,73,-0.737,0.531
8.65,74,-0.893,0.542
8.65,75,-1.011,0.55
8.65,76,-1.14,0.5589999999999999
8.65,77,-1.264,0.569
8.65,78,-1.374,0.581
8.65,79,-1.485,0.593
8.65,80,-1.597,0.604
8.65,81,-1.6909999999999998,0.614
8.65,82,-1.725,0.62
8.65,83,-2.121,0.629
8.65,84,-2.27,0.648
8.65,85,-2.379,0.669
8.65,86,-2.515,0.695
8.65,87,-2.642,0.7190000000000001
8.65,88,-2.7569999999999997,0.74
8.65,89,-2.867,0.77
8.65,90,-2.955,0.8190000000000001
8.65,91,-3.034,0.861
8.65,92,-3.11,0.898
8.65,93,-3.1830000000000003,0.9329999999999999
8.65,94,-3.18,1.013
8.65,95,-3.1639999999999997,1.105
8.65,96,-3.108,1.227
8.65,97,-3.05,1.3630000000000002
8.65,98,-3.0,1.474
8.65,99,-2.8930000000000002,1.579
8.65,100,-2.862,1.609
8.65,101,-2.8310000000000004,1.639
8.65,102,-2.8,1.669
8.65,103,-2.7680000000000002,1.699
8.65,104,-2.737,1.729
8.65,105,-2.7060000000000004,1.7590000000000001
8.65,106,-2.674,1.79
8.65,107,-2.6430000000000002,1.82
8.65,108,-2.612,1.85
8.65,109,-2.58,1.881
8.65,110,-2.549,1.91
8.65,111,-2.517,1.9409999999999998
8.65,112,-2.4859999999999998,1.9709999999999999
8.65,113,-2.454,2.002
8.65,114,-2.423,2.032
8.65,115,-2.384,2.063
8.65,116,-2.324,2.11
8.65,117,-2.274,2.149
8.65,118,-2.233,2.181
8.65,119,-2.193,2.2119999999999997
8.65,120,-2.1519999999999997,2.244
8.65,121,-2.112,2.275
8.65,122,-2.0709999999999997,2.3080000000000003
8.7,0,12.275,1.587
8.7,1,11.314,1.3880000000000001
8.7,2,10.708,1.287
8.7,3,10.24,1.218
8.7,4,9.834,1.158
8.7,5,9.422,1.1159999999999999
8.7,6,9.084,1.041
8.7,7,9.016,1.025
8.7,8,8.583,0.91
8.7,9,8.16,0.818
8.7,10,7.76,0.741
8.7,11,6.952000000000001,0.613
8.7,12,6.141,0.509
8.7,13,5.433,0.429
8.7,14,4.832,0.375
8.7,15,4.43,0.344
8.7,16,4.298,0.33399999999999996
8.7,17,4.1080000000000005,0.319
8.7,18,3.8080000000000003,0.298
8.7,19,3.779,0.29600000000000004
8.7,20,3.435,0.267
8.7,21,3.386,0.264
8.7,22,3.015,0.23
8.7,23,2.69,0.193
8.7,24,2.392,0.15
8.7,25,2.35,0.14400000000000002
8.7,26,2.126,0.113
8.7,27,1.881,0.084
8.7,28,1.854,0.081
8.7,29,1.6480000000000001,0.062
8.7,30,1.536,0.053
8.7,31,1.484,0.049
8.7,32,1.425,0.046
8.7,33,1.206,0.034
8.7,34,0.981,0.026000000000000002
8.7,35,0.971,0.026000000000000002
8.7,36,0.764,0.022000000000000002
8.7,37,0.5820000000000001,0.022000000000000002
8.7,38,0.418,0.027000000000000003
8.7,39,0.26899999999999996,0.035
8.7,40,0.253,0.035
8.7,41,0.11800000000000001,0.045
8.7,42,-0.003,0.06
8.7,43,-0.06,0.068
8.7,44,-0.11699999999999999,0.073
8.7,45,-0.155,0.07400000000000001
8.7,46,-0.188,0.069
8.7,47,-0.218,0.055
8.7,48,-0.249,0.027999999999999997
8.7,49,-0.271,0.009000000000000001
8.7,50,-0.297,-0.006999999999999999
8.7,51,-0.272,-0.004
8.7,52,-0.221,0.01
8.7,53,-0.282,0.028999999999999998
8.7,54,-0.386,0.054000000000000006
8.7,55,-0.45899999999999996,0.087
8.7,56,-0.48700000000000004,0.115
8.7,57,-0.499,0.15
8.7,58,-0.495,0.192
8.7,59,-0.48100000000000004,0.222
8.7,60,-0.45399999999999996,0.254
8.7,61,-0.389,0.299
8.7,62,-0.282,0.341
8.7,63,-0.179,0.368
8.7,64,-0.051,0.39
8.7,65,0.086,0.41100000000000003
8.7,66,0.244,0.439
8.7,67,0.259,0.446
8.7,68,0.166,0.47
8.7,69,0.034,0.483
8.7,70,-0.11800000000000001,0.494
8.7,71,-0.281,0.505
8.7,72,-0.414,0.513
8.7,73,-0.568,0.526
8.7,74,-0.731,0.5379999999999999
8.7,75,-0.856,0.546
8.7,76,-0.991,0.556
8.7,77,-1.122,0.5660000000000001
8.7,78,-1.242,0.5770000000000001
8.7,79,-1.359,0.59
8.7,80,-1.476,0.602
8.7,81,-1.581,0.614
8.7,82,-1.6159999999999999,0.619
8.7,83,-1.992,0.625
8.7,84,-2.174,0.647
8.7,85,-2.329,0.675
8.7,86,-2.4459999999999997,0.6970000000000001
8.7,87,-2.591,0.7240000000000001
8.7,88,-2.667,0.74
8.7,89,-2.7239999999999998,0.752
8.7,90,-2.783,0.768
8.7,91,-2.832,0.7959999999999999
8.7,92,-2.911,0.838
8.7,93,-3.0010000000000003,0.8809999999999999
8.7,94,-3.11,0.9490000000000001
8.7,95,-3.083,1.104
8.7,96,-3.0260000000000002,1.247
8.7,97,-2.967,1.3840000000000001
8.7,98,-2.9360000000000004,1.445
8.7,99,-2.878,1.514
8.7,100,-2.8510000000000004,1.54
8.7,101,-2.823,1.567
8.7,102,-2.7960000000000003,1.5930000000000002
8.7,103,-2.7689999999999997,1.619
8.7,104,-2.742,1.645
8.7,105,-2.716,1.67
8.7,106,-2.6889999999999996,1.696
8.7,107,-2.662,1.722
8.7,108,-2.64,1.743
8.7,109,-2.613,1.7690000000000001
8.7,110,-2.5860000000000003,1.795
8.7,111,-2.559,1.821
8.7,112,-2.531,1.848
8.7,113,-2.504,1.874
8.7,114,-2.477,1.9
8.7,115,-2.45,1.926
8.7,116,-2.408,1.9669999999999999
8.7,117,-2.352,2.02
8.7,118,-2.324,2.045
8.7,119,-2.293,2.069
8.7,120,-2.261,2.094
8.7,121,-2.23,2.1180000000000003
8.7,122,-2.199,2.1430000000000002
8.7,123,-2.168,2.167
8.7,124,-2.137,2.191
8.7,125,-2.105,2.2159999999999997
8.7,126,-2.074,2.241
8.7,127,-2.043,2.265
8.7,128,-2.012,2.289
8.7,129,-1.9809999999999999,2.313
8.75,0,12.275,1.587
8.75,1,11.312999999999999,1.3869999999999998
8.75,2,10.707,1.287
8.75,3,10.238999999999999,1.218
8.75,4,9.833,1.158
8.75,5,9.42,1.115
8.75,6,9.127,1.052
8.75,7,9.015,1.024
8.75,8,8.582,0.91
8.75,9,8.16,0.8190000000000001
8.75,10,7.7589999999999995,0.741
8.75,11,6.95,0.613
8.75,12,6.138,0.508
8.75,13,5.428999999999999,0.429
8.75,14,4.827,0.374
8.75,15,4.525,0.35200000000000004
8.75,16,4.291,0.33299999999999996
8.75,17,4.178,0.325
8.75,18,3.806,0.299
8.75,19,3.8,0.298
8.75,20,3.489,0.273
8.75,21,3.3760000000000003,0.263
8.75,22,3.0039999999999996,0.23
8.75,23,2.676,0.19399999999999998
8.75,24,2.509,0.17
8.75,25,2.375,0.153
8.75,26,2.105,0.11699999999999999
8.75,27,1.9880000000000002,0.102
8.75,28,1.8519999999999999,0.08900000000000001
8.75,29,1.633,0.07
8.75,30,1.6119999999999999,0.068
8.75,31,1.493,0.059000000000000004
8.75,32,1.375,0.054000000000000006
8.75,33,1.337,0.051
8.75,34,1.1079999999999999,0.043
8.75,35,0.909,0.04
8.75,36,0.902,0.04
8.75,37,0.722,0.040999999999999995
8.75,38,0.5589999999999999,0.045
8.75,39,0.414,0.054000000000000006
8.75,40,0.285,0.068
8.75,41,0.165,0.084
8.75,42,0.111,0.09300000000000001
8.75,43,0.10800000000000001,0.094
8.75,44,0.106,0.094
8.75,45,0.053,0.10099999999999999
8.75,46,0.015,0.10099999999999999
8.75,47,-0.02,0.096
8.75,48,-0.055,0.08
8.75,49,-0.09699999999999999,0.048
8.75,50,-0.126,0.026000000000000002
8.75,51,-0.165,0.006
8.75,52,-0.139,0.008
8.75,53,-0.07400000000000001,0.025
8.75,54,-0.124,0.046
8.75,55,-0.215,0.073
8.75,56,-0.27699999999999997,0.109
8.75,57,-0.302,0.139
8.75,58,-0.31,0.17600000000000002
8.75,59,-0.299,0.218
8.75,60,-0.28,0.247
8.75,61,-0.251,0.27699999999999997
8.75,62,-0.177,0.316
8.75,63,-0.064,0.35
8.75,64,0.042,0.373
