logt,num,r,r-i
7.55,80,-5.187,0.40299999999999997
7.55,81,-4.9510000000000005,0.499
7.55,82,-4.691,0.557
7.55,83,-4.526,0.608
7.55,84,-4.614,0.6920000000000001
7.55,85,-4.793,0.758
7.55,86,-4.909,0.8109999999999999
7.55,87,-4.979,0.843
7.55,88,-5.05,0.8740000000000001
7.55,89,-5.126,0.905
7.55,90,-5.187,0.9390000000000001
7.55,91,-5.17,0.9940000000000001
7.55,92,-5.148,1.048
7.55,93,-5.099,1.127
7.6,0,12.277000000000001,1.588
7.6,1,11.315999999999999,1.3869999999999998
7.6,2,10.712,1.287
7.6,3,10.245999999999999,1.218
7.6,4,9.84,1.157
7.6,5,9.431000000000001,1.113
7.6,6,9.019,1.025
7.6,7,8.687000000000001,0.937
7.6,8,8.59,0.91
7.6,9,8.166,0.82
7.6,10,7.765,0.7390000000000001
7.6,11,6.952999999999999,0.607
7.6,12,6.164,0.512
7.6,13,5.523,0.43799999999999994
7.6,14,5.468,0.43200000000000005
7.6,15,4.894,0.379
7.6,16,4.388999999999999,0.34
7.6,17,3.867,0.299
7.6,18,3.464,0.265
7.6,19,3.097,0.231
7.6,20,2.795,0.191
7.6,21,2.511,0.14300000000000002
7.6,22,2.271,0.09699999999999999
7.6,23,2.068,0.061
7.6,24,1.885,0.033
7.6,25,1.8119999999999998,0.022000000000000002
7.6,26,1.734,0.013000000000000001
7.6,27,1.46,-0.013999999999999999
7.6,28,1.114,-0.037000000000000005
7.6,29,0.62,-0.057999999999999996
7.6,30,0.309,-0.068
7.6,31,0.20199999999999999,-0.071
7.6,32,-0.155,-0.08
7.6,33,-0.395,-0.087
7.6,34,-0.489,-0.09
7.6,35,-0.8109999999999999,-0.098
7.6,36,-0.87,-0.099
7.6,37,-1.21,-0.105
7.6,38,-1.466,-0.109
7.6,39,-1.511,-0.10800000000000001
7.6,40,-1.77,-0.11199999999999999
7.6,41,-2.008,-0.113
7.6,42,-2.234,-0.114
7.6,43,-2.24,-0.113
7.6,44,-2.46,-0.11199999999999999
7.6,45,-2.679,-0.11
7.6,46,-2.903,-0.10800000000000001
7.6,47,-3.114,-0.10300000000000001
7.6,48,-3.218,-0.10099999999999999
7.6,49,-3.313,-0.098
7.6,50,-3.3789999999999996,-0.09699999999999999
7.6,51,-3.391,-0.098
7.6,52,-3.387,-0.10099999999999999
7.6,53,-3.326,-0.10800000000000001
7.6,54,-3.292,-0.11
7.6,55,-3.2569999999999997,-0.11699999999999999
7.6,56,-3.29,-0.11199999999999999
7.6,57,-3.3360000000000003,-0.10800000000000001
7.6,58,-3.431,-0.10099999999999999
7.6,59,-3.5469999999999997,-0.096
7.6,60,-3.688,-0.09
7.6,61,-3.84,-0.084
7.6,62,-3.946,-0.078
7.6,63,-4.055,-0.073
7.6,64,-4.167,-0.065
7.6,65,-4.2860000000000005,-0.057999999999999996
7.6,66,-4.419,-0.051
7.6,67,-4.556,-0.042
7.6,68,-4.699,-0.03
7.6,69,-4.772,-0.023
7.6,70,-4.845,-0.015
7.6,71,-4.92,-0.005
7.6,72,-4.992,0.011000000000000001
7.6,73,-5.053,0.035
7.6,74,-5.0969999999999995,0.07400000000000001
7.6,75,-5.122000000000001,0.128
7.6,76,-5.127999999999999,0.203
7.6,77,-5.09,0.29600000000000004
7.6,78,-4.986000000000001,0.4
7.6,79,-4.763999999999999,0.495
7.6,80,-4.5169999999999995,0.5489999999999999
7.6,81,-4.355,0.595
7.6,82,-4.427,0.6629999999999999
7.6,83,-4.584,0.723
7.6,84,-4.729,0.754
7.6,85,-4.802,0.7909999999999999
7.6,86,-4.872,0.8270000000000001
7.6,87,-4.946000000000001,0.861
7.6,88,-5.011,0.897
7.6,89,-5.062,0.922
7.6,90,-5.093999999999999,0.956
7.6,91,-5.056,1.028
7.65,0,12.277000000000001,1.588
7.65,1,11.315999999999999,1.3880000000000001
7.65,2,10.712,1.287
7.65,3,10.245999999999999,1.218
7.65,4,9.84,1.157
7.65,5,9.431000000000001,1.113
7.65,6,9.019,1.025
7.65,7,8.639,0.924
7.65,8,8.59,0.91
7.65,9,8.166,0.82
7.65,10,7.765,0.7390000000000001
7.65,11,6.952999999999999,0.607
7.65,12,6.162999999999999,0.511
7.65,13,5.662999999999999,0.45299999999999996
7.65,14,5.468,0.433
7.65,15,4.8919999999999995,0.379
7.65,16,4.385,0.34
7.65,17,3.867,0.299
7.65,18,3.463,0.264
7.65,19,3.096,0.231
7.65,20,2.7939999999999996,0.191
7.65,21,2.51,0.14400000000000002
7.65,22,2.27,0.098
7.65,23,2.066,0.061
7.65,24,1.883,0.033
7.65,25,1.8090000000000002,0.022000000000000002
7.65,26,1.7309999999999999,0.013000000000000001
7.65,27,1.456,-0.013999999999999999
7.65,28,1.107,-0.037000000000000005
7.65,29,0.609,-0.057999999999999996
7.65,30,0.42,-0.064
7.65,31,0.185,-0.07
7.65,32,-0.17800000000000002,-0.08
7.65,33,-0.282,-0.083
7.65,34,-0.525,-0.08900000000000001
7.65,35,-0.741,-0.094
7.65,36,-0.862,-0.09699999999999999
7.65,37,-1.093,-0.10099999999999999
7.65,38,-1.38,-0.105
7.65,39,-1.574,-0.107
7.65,40,-1.645,-0.107
7.65,41,-1.881,-0.10800000000000001
7.65,42,-2.105,-0.109
7.65,43,-2.323,-0.10800000000000001
7.65,44,-2.526,-0.107
7.65,45,-2.539,-0.107
7.65,46,-2.7569999999999997,-0.10300000000000001
7.65,47,-2.969,-0.099
7.65,48,-3.072,-0.09699999999999999
7.65,49,-3.167,-0.095
7.65,50,-3.233,-0.095
7.65,51,-3.247,-0.095
7.65,52,-3.242,-0.09699999999999999
7.65,53,-3.185,-0.10300000000000001
7.65,54,-3.148,-0.107
7.65,55,-3.113,-0.113
7.65,56,-3.1310000000000002,-0.111
7.65,57,-3.147,-0.106
7.65,58,-3.238,-0.099
7.65,59,-3.361,-0.094
7.65,60,-3.512,-0.08800000000000001
7.65,61,-3.67,-0.081
7.65,62,-3.78,-0.077
7.65,63,-3.89,-0.07
7.65,64,-4.004,-0.063
7.65,65,-4.123,-0.057
7.65,66,-4.25,-0.048
7.65,67,-4.382,-0.04
7.65,68,-4.519,-0.028999999999999998
7.65,69,-4.588,-0.022000000000000002
7.65,70,-4.659,-0.013999999999999999
7.65,71,-4.729,-0.002
7.65,72,-4.796,0.013999999999999999
7.65,73,-4.852,0.039
7.65,74,-4.893,0.077
7.65,75,-4.916,0.133
7.65,76,-4.92,0.20600000000000002
7.65,77,-4.883,0.29600000000000004
7.65,78,-4.785,0.397
7.65,79,-4.578,0.489
7.65,80,-4.343999999999999,0.54
7.65,81,-4.183,0.583
7.65,82,-4.235,0.638
7.65,83,-4.374,0.688
7.65,84,-4.511,0.721
7.65,85,-4.614,0.746
7.65,86,-4.696000000000001,0.777
7.65,87,-4.768,0.816
7.65,88,-4.836,0.8540000000000001
7.65,89,-4.901,0.884
7.65,90,-4.963,0.914
7.65,91,-5.0,0.938
7.7,0,12.277000000000001,1.588
7.7,1,11.315999999999999,1.3880000000000001
7.7,2,10.712,1.287
7.7,3,10.245999999999999,1.218
7.7,4,9.84,1.157
7.7,5,9.431000000000001,1.114
7.7,6,9.019,1.025
7.7,7,8.591000000000001,0.91
7.7,8,8.59,0.91
7.7,9,8.165,0.8190000000000001
7.7,10,7.765,0.7390000000000001
7.7,11,6.952999999999999,0.607
7.7,12,6.162000000000001,0.511
7.7,13,5.803,0.46799999999999997
7.7,14,5.4670000000000005,0.433
7.7,15,4.888999999999999,0.37799999999999995
7.7,16,4.381,0.34
7.7,17,3.911,0.303
7.7,18,3.866,0.299
7.7,19,3.4619999999999997,0.264
7.7,20,3.095,0.231
7.7,21,2.793,0.191
7.7,22,2.509,0.14400000000000002
7.7,23,2.2680000000000002,0.098
7.7,24,2.064,0.062
7.7,25,1.881,0.034
7.7,26,1.806,0.022000000000000002
7.7,27,1.7280000000000002,0.013999999999999999
7.7,28,1.452,-0.013000000000000001
7.7,29,1.1,-0.037000000000000005
7.7,30,0.596,-0.057999999999999996
7.7,31,0.534,-0.059000000000000004
7.7,32,0.165,-0.07
7.7,33,-0.159,-0.079
7.7,34,-0.205,-0.079
7.7,35,-0.565,-0.08900000000000001
7.7,36,-0.626,-0.08900000000000001
7.7,37,-0.922,-0.096
7.7,38,-0.977,-0.09699999999999999
7.7,39,-1.262,-0.10099999999999999
7.7,40,-1.5119999999999998,-0.10300000000000001
7.7,41,-1.713,-0.105
7.7,42,-1.755,-0.10400000000000001
7.7,43,-1.9769999999999999,-0.105
7.7,44,-2.193,-0.10400000000000001
7.7,45,-2.405,-0.102
7.7,46,-2.6180000000000003,-0.1
7.7,47,-2.827,-0.095
7.7,48,-2.929,-0.09300000000000001
7.7,49,-3.022,-0.091
7.7,50,-3.0860000000000003,-0.091
7.7,51,-3.102,-0.091
7.7,52,-3.097,-0.09300000000000001
7.7,53,-3.045,-0.099
7.7,54,-3.003,-0.10300000000000001
7.7,55,-2.97,-0.11
7.7,56,-2.972,-0.109
7.7,57,-2.958,-0.105
7.7,58,-3.0460000000000003,-0.098
7.7,59,-3.176,-0.09300000000000001
7.7,60,-3.335,-0.085
7.7,61,-3.5010000000000003,-0.079
7.7,62,-3.613,-0.07400000000000001
7.7,63,-3.7260000000000004,-0.068
7.7,64,-3.841,-0.061
7.7,65,-3.9589999999999996,-0.054000000000000006
7.7,66,-4.082,-0.047
7.7,67,-4.208,-0.038
7.7,68,-4.338,-0.027000000000000003
7.7,69,-4.404,-0.02
7.7,70,-4.4719999999999995,-0.012
7.7,71,-4.539,0.0
7.7,72,-4.6,0.017
7.7,73,-4.651,0.043
7.7,74,-4.688,0.08199999999999999
7.7,75,-4.71,0.138
7.7,76,-4.711,0.21
7.7,77,-4.676,0.29600000000000004
7.7,78,-4.583,0.395
7.7,79,-4.391,0.485
7.7,80,-4.17,0.531
7.7,81,-4.011,0.5710000000000001
7.7,82,-4.034,0.618
7.7,83,-4.164,0.653
7.7,84,-4.294,0.687
7.7,85,-4.402,0.715
7.7,86,-4.501,0.74
7.7,87,-4.59,0.7709999999999999
7.7,88,-4.662,0.8109999999999999
7.7,89,-4.74,0.846
7.7,90,-4.817,0.882
7.7,91,-4.8580000000000005,0.903
7.75,0,12.277000000000001,1.588
7.75,1,11.315999999999999,1.3880000000000001
7.75,2,10.712,1.287
7.75,3,10.245999999999999,1.218
7.75,4,9.84,1.157
7.75,5,9.431000000000001,1.114
7.75,6,9.019,1.025
7.75,7,8.59,0.9109999999999999
7.75,8,8.165,0.8190000000000001
7.75,9,7.765,0.7390000000000001
7.75,10,6.952999999999999,0.607
7.75,11,6.162000000000001,0.512
7.75,12,5.952000000000001,0.486
7.75,13,5.466,0.433
7.75,14,4.888,0.379
7.75,15,4.887,0.379
7.75,16,4.376,0.33899999999999997
7.75,17,3.985,0.308
7.75,18,3.865,0.299
7.75,19,3.4610000000000003,0.264
7.75,20,3.094,0.231
7.75,21,2.792,0.192
7.75,22,2.5069999999999997,0.14400000000000002
7.75,23,2.266,0.098
7.75,24,2.061,0.061
7.75,25,1.8780000000000001,0.034
7.75,26,1.8030000000000002,0.023
7.75,27,1.724,0.013999999999999999
7.75,28,1.4469999999999998,-0.013000000000000001
7.75,29,1.093,-0.036000000000000004
7.75,30,0.6609999999999999,-0.055
7.75,31,0.5820000000000001,-0.057
7.75,32,0.14300000000000002,-0.07
7.75,33,-0.05,-0.07400000000000001
7.75,34,-0.239,-0.079
7.75,35,-0.491,-0.085
7.75,36,-0.614,-0.08800000000000001
7.75,37,-0.852,-0.092
7.75,38,-0.996,-0.095
7.75,39,-1.145,-0.09699999999999999
7.75,40,-1.393,-0.099
7.75,41,-1.6230000000000002,-0.10099999999999999
7.75,42,-1.841,-0.1
7.75,43,-1.905,-0.1
7.75,44,-2.063,-0.1
7.75,45,-2.272,-0.09699999999999999
7.75,46,-2.481,-0.095
7.75,47,-2.687,-0.091
7.75,48,-2.787,-0.08900000000000001
7.75,49,-2.88,-0.087
7.75,50,-2.9389999999999996,-0.086
7.75,51,-2.9560000000000004,-0.087
7.75,52,-2.949,-0.09
7.75,53,-2.897,-0.095
7.75,54,-2.8569999999999998,-0.1
7.75,55,-2.826,-0.105
7.75,56,-2.824,-0.106
7.75,57,-2.806,-0.10099999999999999
7.75,58,-2.877,-0.096
7.75,59,-2.997,-0.09
7.75,60,-3.155,-0.083
7.75,61,-3.324,-0.077
7.75,62,-3.4939999999999998,-0.069
7.75,63,-3.609,-0.062
7.75,64,-3.7260000000000004,-0.055999999999999994
7.75,65,-3.786,-0.052000000000000005
7.75,66,-3.8939999999999997,-0.046
7.75,67,-4.005,-0.038
7.75,68,-4.118,-0.027999999999999997
7.75,69,-4.235,-0.016
7.75,70,-4.292,-0.006
7.75,71,-4.348,0.006999999999999999
7.75,72,-4.4,0.023
7.75,73,-4.441,0.049
7.75,74,-4.47,0.086
7.75,75,-4.488,0.136
7.75,76,-4.49,0.19899999999999998
7.75,77,-4.463,0.272
7.75,78,-4.402,0.355
7.75,79,-4.2780000000000005,0.43700000000000006
7.75,80,-4.098,0.495
7.75,81,-3.887,0.54
7.75,82,-3.806,0.561
7.75,83,-3.8539999999999996,0.611
7.75,84,-4.058,0.657
7.75,85,-4.168,0.688
7.75,86,-4.2589999999999995,0.71
7.75,87,-4.351,0.7340000000000001
7.75,88,-4.446000000000001,0.757
7.75,89,-4.516,0.7929999999999999
7.75,90,-4.591,0.8270000000000001
7.75,91,-4.654,0.855
7.75,92,-4.696000000000001,0.875
7.8,0,12.277000000000001,1.588
7.8,1,11.315999999999999,1.3880000000000001
7.8,2,10.712,1.287
7.8,3,10.245999999999999,1.218
7.8,4,9.84,1.157
7.8,5,9.431000000000001,1.114
7.8,6,9.019,1.025
7.8,7,8.59,0.9109999999999999
7.8,8,8.165,0.8190000000000001
7.8,9,7.765,0.7390000000000001
7.8,10,6.952999999999999,0.607
7.8,11,6.1610000000000005,0.511
7.8,12,6.101,0.504
7.8,13,5.465,0.433
7.8,14,4.995,0.389
7.8,15,4.883,0.37799999999999995
7.8,16,4.4639999999999995,0.34600000000000003
7.8,17,4.37,0.33799999999999997
7.8,18,4.06,0.315
7.8,19,3.864,0.299
7.8,20,3.46,0.265
7.8,21,3.093,0.231
7.8,22,2.79,0.191
7.8,23,2.506,0.14400000000000002
7.8,24,2.2640000000000002,0.098
7.8,25,2.059,0.062
7.8,26,1.875,0.034
7.8,27,1.7990000000000002,0.023
7.8,28,1.72,0.013999999999999999
7.8,29,1.4409999999999998,-0.012
7.8,30,1.084,-0.036000000000000004
7.8,31,0.775,-0.05
7.8,32,0.5660000000000001,-0.057
7.8,33,0.11900000000000001,-0.069
7.8,34,0.057999999999999996,-0.071
7.8,35,-0.27699999999999997,-0.078
7.8,36,-0.37799999999999995,-0.081
7.8,37,-0.672,-0.086
7.8,38,-0.736,-0.087
7.8,39,-1.016,-0.09300000000000001
7.8,40,-1.085,-0.094
7.8,41,-1.275,-0.096
7.8,42,-1.5030000000000001,-0.096
7.8,43,-1.719,-0.096
7.8,44,-1.9280000000000002,-0.095
7.8,45,-2.134,-0.09300000000000001
7.8,46,-2.195,-0.092
7.8,47,-2.345,-0.09
7.8,48,-2.5469999999999997,-0.086
7.8,49,-2.6439999999999997,-0.084
7.8,50,-2.734,-0.08199999999999999
7.8,51,-2.792,-0.08199999999999999
7.8,52,-2.8089999999999997,-0.083
7.8,53,-2.804,-0.085
7.8,54,-2.752,-0.09
7.8,55,-2.7119999999999997,-0.095
7.8,56,-2.682,-0.10099999999999999
7.8,57,-2.678,-0.10099999999999999
7.8,58,-2.661,-0.09699999999999999
7.8,59,-2.74,-0.091
7.8,60,-2.8680000000000003,-0.086
7.8,61,-3.023,-0.08
7.8,62,-3.182,-0.073
7.8,63,-3.341,-0.066
7.8,64,-3.447,-0.059000000000000004
7.8,65,-3.555,-0.054000000000000006
7.8,66,-3.609,-0.05
7.8,67,-3.713,-0.044000000000000004
7.8,68,-3.819,-0.036000000000000004
7.8,69,-3.927,-0.027000000000000003
7.8,70,-4.037,-0.013000000000000001
7.8,71,-4.091,-0.002
7.8,72,-4.1419999999999995,0.012
7.8,73,-4.188,0.031
7.8,74,-4.226,0.057
7.8,75,-4.25,0.094
7.8,76,-4.263,0.145
7.8,77,-4.261,0.20600000000000002
7.8,78,-4.229,0.27899999999999997
7.8,79,-4.165,0.359
7.8,80,-4.041,0.43799999999999994
7.8,81,-3.872,0.49
7.8,82,-3.662,0.5329999999999999
7.8,83,-3.59,0.5529999999999999
7.8,84,-3.637,0.596
7.8,85,-3.822,0.637
7.8,86,-3.9360000000000004,0.664
7.8,87,-4.039,0.6890000000000001
7.8,88,-4.1339999999999995,0.713
7.8,89,-4.232,0.737
7.8,90,-4.329,0.76
7.8,91,-4.409,0.7959999999999999
7.8,92,-4.481,0.8290000000000001
7.8,93,-4.527,0.85
7.85,0,12.277000000000001,1.588
7.85,1,11.315999999999999,1.3880000000000001
7.85,2,10.712,1.287
7.85,3,10.245999999999999,1.218
7.85,4,9.84,1.158
7.85,5,9.431000000000001,1.114
7.85,6,9.019,1.025
7.85,7,8.589,0.91
7.85,8,8.165,0.8190000000000001
7.85,9,7.765,0.7390000000000001
7.85,10,6.952999999999999,0.607
7.85,11,6.16,0.511
7.85,12,5.462999999999999,0.43200000000000005
7.85,13,5.101,0.39799999999999996
7.85,14,4.88,0.379
7.85,15,4.556,0.354
7.85,16,4.364,0.33799999999999997
7.85,17,4.1339999999999995,0.32
7.85,18,3.863,0.299
7.85,19,3.4589999999999996,0.265
7.85,20,3.091,0.23
7.85,21,2.7880000000000003,0.191
7.85,22,2.504,0.14400000000000002
7.85,23,2.262,0.099
7.85,24,2.056,0.062
7.85,25,1.8719999999999999,0.035
7.85,26,1.795,0.023
7.85,27,1.716,0.015
7.85,28,1.4340000000000002,-0.013000000000000001
7.85,29,1.074,-0.035
7.85,30,0.889,-0.044000000000000004
7.85,31,0.547,-0.057
7.85,32,0.18899999999999997,-0.066
7.85,33,0.09,-0.068
7.85,34,-0.253,-0.077
7.85,35,-0.321,-0.078
7.85,36,-0.601,-0.083
7.85,37,-0.742,-0.085
7.85,38,-0.899,-0.087
7.85,39,-1.146,-0.09
7.85,40,-1.199,-0.091
7.85,41,-1.382,-0.091
7.85,42,-1.597,-0.092
7.85,43,-1.804,-0.091
7.85,44,-2.0069999999999997,-0.08900000000000001
7.85,45,-2.209,-0.086
7.85,46,-2.408,-0.08199999999999999
7.85,47,-2.504,-0.08
7.85,48,-2.593,-0.079
7.85,49,-2.645,-0.078
7.85,50,-2.661,-0.078
7.85,51,-2.662,-0.078
7.85,52,-2.658,-0.081
7.85,53,-2.608,-0.087
7.85,54,-2.568,-0.091
7.85,55,-2.539,-0.09699999999999999
7.85,56,-2.533,-0.096
7.85,57,-2.516,-0.092
7.85,58,-2.6039999999999996,-0.086
7.85,59,-2.738,-0.081
7.85,60,-2.889,-0.075
7.85,61,-3.04,-0.069
7.85,62,-3.187,-0.061
7.85,63,-3.284,-0.057
7.85,64,-3.3819999999999997,-0.051
7.85,65,-3.432,-0.049
7.85,66,-3.53,-0.040999999999999995
7.85,67,-3.6310000000000002,-0.033
7.85,68,-3.734,-0.024
7.85,69,-3.838,-0.009000000000000001
7.85,70,-3.89,0.001
7.85,71,-3.937,0.016
7.85,72,-3.9760000000000004,0.038
7.85,73,-4.008,0.066
7.85,74,-4.0280000000000005,0.10300000000000001
7.85,75,-4.038,0.153
7.85,76,-4.03,0.214
7.85,77,-3.995,0.285
7.85,78,-3.929,0.363
7.85,79,-3.805,0.439
7.85,80,-3.6460000000000004,0.484
7.85,81,-3.437,0.526
7.85,82,-3.3739999999999997,0.545
7.85,83,-3.4189999999999996,0.581
7.85,84,-3.5810000000000004,0.619
7.85,85,-3.701,0.6409999999999999
7.85,86,-3.82,0.6659999999999999
7.85,87,-3.9160000000000004,0.693
7.85,88,-4.0169999999999995,0.718
7.85,89,-4.121,0.74
7.85,90,-4.227,0.765
7.85,91,-4.309,0.8009999999999999
7.85,92,-4.359,0.8240000000000001
7.85,93,-4.6,0.878
7.85,94,-4.67,0.9159999999999999
7.85,95,-4.709,0.975
7.85,96,-4.668,1.079
7.85,97,-4.62,1.183
7.85,98,-4.6530000000000005,1.245
7.85,99,-4.606,1.341
7.85,100,-4.551,1.442
7.85,101,-4.479,1.534
7.85,102,-4.47,1.545
7.9,0,12.277000000000001,1.588
7.9,1,11.315999999999999,1.3880000000000001
7.9,2,10.712,1.287
7.9,3,10.245,1.217
7.9,4,9.84,1.158
7.9,5,9.43,1.113
7.9,6,9.019,1.025
7.9,7,8.589,0.91
7.9,8,8.165,0.8190000000000001
7.9,9,7.765,0.7390000000000001
7.9,10,6.952999999999999,0.607
7.9,11,6.16,0.511
7.9,12,5.462000000000001,0.43200000000000005
7.9,13,5.207999999999999,0.408
7.9,14,4.876,0.37799999999999995
7.9,15,4.647,0.36
7.9,16,4.357,0.337
7.9,17,4.208,0.325
7.9,18,3.862,0.299
7.9,19,3.457,0.264
7.9,20,3.09,0.231
7.9,21,2.786,0.191
7.9,22,2.502,0.14400000000000002
7.9,23,2.259,0.098
7.9,24,2.052,0.062
7.9,25,1.868,0.035
7.9,26,1.79,0.023
7.9,27,1.7109999999999999,0.015
7.9,28,1.4269999999999998,-0.012
7.9,29,1.063,-0.035
7.9,30,1.004,-0.038
7.9,31,0.527,-0.055999999999999994
7.9,32,0.301,-0.062
7.9,33,0.055999999999999994,-0.068
7.9,34,-0.14400000000000002,-0.07200000000000001
7.9,35,-0.374,-0.077
7.9,36,-0.48700000000000004,-0.079
7.9,37,-0.763,-0.083
7.9,38,-0.828,-0.084
7.9,39,-1.028,-0.085
7.9,40,-1.254,-0.087
7.9,41,-1.351,-0.087
7.9,42,-1.475,-0.087
7.9,43,-1.679,-0.086
7.9,44,-1.879,-0.084
7.9,45,-2.0780000000000003,-0.081
7.9,46,-2.272,-0.078
7.9,47,-2.365,-0.076
7.9,48,-2.451,-0.07400000000000001
7.9,49,-2.502,-0.07400000000000001
7.9,50,-2.52,-0.075
7.9,51,-2.513,-0.077
7.9,52,-2.464,-0.08199999999999999
7.9,53,-2.428,-0.08800000000000001
7.9,54,-2.401,-0.09300000000000001
7.9,55,-2.395,-0.09300000000000001
7.9,56,-2.379,-0.08800000000000001
7.9,57,-2.4730000000000003,-0.08199999999999999
7.9,58,-2.613,-0.076
7.9,59,-2.7769999999999997,-0.07
7.9,60,-2.932,-0.063
7.9,61,-3.0860000000000003,-0.055999999999999994
7.9,62,-3.2439999999999998,-0.048
7.9,63,-3.325,-0.042
7.9,64,-3.409,-0.034
7.9,65,-3.495,-0.027000000000000003
7.9,66,-3.583,-0.016
7.9,67,-3.6689999999999996,0.001
7.9,68,-3.7439999999999998,0.028999999999999998
7.9,69,-3.773,0.05
7.9,70,-3.795,0.079
7.9,71,-3.8080000000000003,0.114
7.9,72,-3.813,0.158
7.9,73,-3.805,0.21
7.9,74,-3.7769999999999997,0.26899999999999996
7.9,75,-3.7260000000000004,0.33399999999999996
7.9,76,-3.65,0.39299999999999996
7.9,77,-3.533,0.447
7.9,78,-3.3930000000000002,0.483
7.9,79,-3.2569999999999997,0.509
7.9,80,-3.159,0.535
7.9,81,-3.26,0.5820000000000001
7.9,82,-3.4610000000000003,0.624
7.9,83,-3.5839999999999996,0.642
7.9,84,-3.675,0.664
7.9,85,-3.766,0.688
7.9,86,-3.862,0.7090000000000001
7.9,87,-3.9610000000000003,0.731
7.9,88,-4.064,0.7490000000000001
7.9,89,-4.136,0.7709999999999999
7.9,90,-4.1739999999999995,0.789
7.9,91,-4.1930000000000005,0.7979999999999999
7.9,92,-4.399,0.836
7.9,93,-4.459,0.866
7.9,94,-4.523,0.899
7.9,95,-4.578,0.927
7.9,96,-4.593,0.981
7.9,97,-4.562,1.062
7.9,98,-4.529,1.139
7.9,99,-4.513999999999999,1.2229999999999999
7.9,100,-4.532,1.244
7.9,101,-4.545,1.263
7.9,102,-4.523,1.3330000000000002
7.9,103,-4.361000000000001,1.5530000000000002
7.9,104,-4.327,1.59
7.9,105,-4.2860000000000005,1.636
7.9,106,-4.254,1.672
7.95,0,12.277000000000001,1.588
7.95,1,11.315999999999999,1.3880000000000001
7.95,2,10.712,1.287
7.95,3,10.245,1.218
7.95,4,9.84,1.158
7.95,5,9.43,1.113
7.95,6,9.019,1.025
7.95,7,8.589,0.91
7.95,8,8.165,0.8190000000000001
7.95,9,7.765,0.7390000000000001
7.95,10,6.952999999999999,0.607
7.95,11,6.16,0.512
7.95,12,5.46,0.43200000000000005
7.95,13,5.314,0.418
7.95,14,4.871,0.37799999999999995
7.95,15,4.739,0.368
7.95,16,4.349,0.337
7.95,17,4.283,0.332
7.95,18,3.861,0.299
7.95,19,3.4560000000000004,0.265
7.95,20,3.088,0.23
7.95,21,2.784,0.191
7.95,22,2.499,0.14400000000000002
7.95,23,2.256,0.098
7.95,24,2.049,0.063
7.95,25,1.864,0.036000000000000004
7.95,26,1.785,0.024
7.95,27,1.705,0.015
7.95,28,1.419,-0.011000000000000001
7.95,29,1.151,-0.028999999999999998
7.95,30,1.0490000000000002,-0.035
7.95,31,0.504,-0.055
7.95,32,0.415,-0.057
7.95,33,0.018000000000000002,-0.067
7.95,34,-0.034,-0.068
7.95,35,-0.354,-0.075
7.95,36,-0.43700000000000006,-0.076
7.95,37,-0.649,-0.079
7.95,38,-0.892,-0.081
7.95,39,-0.9359999999999999,-0.081
7.95,40,-1.1340000000000001,-0.08199999999999999
7.95,41,-1.345,-0.08199999999999999
7.95,42,-1.547,-0.08199999999999999
7.95,43,-1.56,-0.08199999999999999
7.95,44,-1.751,-0.079
7.95,45,-1.946,-0.077
7.95,46,-2.135,-0.07400000000000001
7.95,47,-2.226,-0.07200000000000001
7.95,48,-2.31,-0.071
7.95,49,-2.359,-0.07
7.95,50,-2.378,-0.071
7.95,51,-2.372,-0.073
7.95,52,-2.326,-0.079
7.95,53,-2.29,-0.083
7.95,54,-2.265,-0.08900000000000001
7.95,55,-2.2569999999999997,-0.08800000000000001
7.95,56,-2.24,-0.084
7.95,57,-2.336,-0.078
7.95,58,-2.4730000000000003,-0.073
7.95,59,-2.6260000000000003,-0.067
7.95,60,-2.7710000000000004,-0.061
7.95,61,-2.912,-0.054000000000000006
7.95,62,-3.054,-0.046
7.95,63,-3.133,-0.04
7.95,64,-3.214,-0.033
7.95,65,-3.2969999999999997,-0.025
7.95,66,-3.3819999999999997,-0.013999999999999999
7.95,67,-3.463,0.004
7.95,68,-3.532,0.034
7.95,69,-3.5589999999999997,0.055
7.95,70,-3.576,0.085
7.95,71,-3.5869999999999997,0.12
7.95,72,-3.589,0.163
7.95,73,-3.5780000000000003,0.213
7.95,74,-3.548,0.271
7.95,75,-3.4960000000000004,0.33299999999999996
7.95,76,-3.418,0.392
7.95,77,-3.305,0.441
7.95,78,-3.17,0.47600000000000003
7.95,79,-3.034,0.502
7.95,80,-2.943,0.526
7.95,81,-3.0269999999999997,0.5670000000000001
7.95,82,-3.214,0.606
7.95,83,-3.341,0.626
7.95,84,-3.451,0.642
7.95,85,-3.548,0.665
7.95,86,-3.645,0.688
7.95,87,-3.748,0.7090000000000001
7.95,88,-3.8539999999999996,0.7290000000000001
7.95,89,-3.944,0.747
7.95,90,-4.011,0.765
7.95,91,-4.027,0.772
7.95,92,-4.248,0.8140000000000001
7.95,93,-4.316,0.847
7.95,94,-4.388,0.884
7.95,95,-4.452,0.917
7.95,96,-4.498,0.96
7.95,97,-4.46,1.056
7.95,98,-4.425,1.143
7.95,99,-4.42,1.225
7.95,100,-4.4239999999999995,1.27
7.95,101,-4.416,1.318
7.95,102,-4.383,1.4040000000000001
7.95,103,-4.283,1.5290000000000001
7.95,104,-4.223,1.591
