logt,num,r,Hindex
7.15,34,-1.055,0.08093
7.15,35,-1.4769999999999999,0.08687
7.15,36,-1.507,0.087115
7.15,37,-2.0,0.092565
7.15,38,-2.318,0.09579
7.15,39,-2.9539999999999997,0.10126
7.15,40,-3.488,0.10425999999999999
7.15,41,-3.6439999999999997,0.10601500000000001
7.15,42,-3.948,0.10728
7.15,43,-4.477,0.109075
7.15,44,-4.747,0.110605
7.15,45,-4.874,0.110115
7.15,46,-4.868,0.11135999999999999
7.15,47,-4.771,0.11132
7.15,48,-4.731,0.11279000000000002
7.15,49,-4.718,0.113035
7.15,50,-4.735,0.112055
7.15,51,-4.808,0.112075
7.15,52,-4.888999999999999,0.112095
7.15,53,-5.008,0.111115
7.15,54,-5.1,0.110135
7.15,55,-5.2,0.11042
7.15,56,-5.309,0.110705
7.15,57,-5.412999999999999,0.11123499999999999
7.15,58,-5.5120000000000005,0.11001
7.15,59,-5.599,0.11054000000000001
7.15,60,-5.7170000000000005,0.11058
7.15,61,-5.8420000000000005,0.108865
7.15,62,-5.945,0.108905
7.15,63,-6.037000000000001,0.10768
7.15,64,-6.138999999999999,0.10445499999999999
7.15,65,-6.231,0.101475
7.15,66,-6.337000000000001,0.101025
7.15,67,-6.417000000000001,0.10382000000000001
7.15,68,-6.5360000000000005,0.10237
7.15,69,-6.629,0.0969
7.15,70,-6.7170000000000005,0.090675
7.15,71,-6.795,0.082205
7.15,72,-6.852,0.08226499999999999
7.15,73,-6.925,0.077325
7.15,74,-6.99,0.068405
7.15,75,-7.031000000000001,0.06275
7.2,0,12.277000000000001,0.29594000000000004
7.2,1,11.317,0.26794
7.2,2,10.713,0.25544
7.2,3,10.245999999999999,0.25359
7.2,4,9.841000000000001,0.25529
7.2,5,9.432,0.25706999999999997
7.2,6,9.02,0.250875
7.2,7,8.59,0.24105
7.2,8,8.166,0.230345
7.2,9,7.766,0.21694499999999997
7.2,10,6.952999999999999,0.19552999999999998
7.2,11,6.166,0.180805
7.2,12,5.472,0.16516
7.2,13,4.905,0.150145
7.2,14,4.409,0.13721
7.2,15,3.877,0.1195
7.2,16,3.465,0.102075
7.2,17,3.1010000000000004,0.08365
7.2,18,2.799,0.060204999999999995
7.2,19,2.5140000000000002,0.029965
7.2,20,2.2680000000000002,0.003235
7.2,21,2.07,-0.0147
7.2,22,1.896,-0.01984
7.2,23,1.824,-0.021144999999999997
7.2,24,1.7369999999999999,-0.01994
7.2,25,1.591,-0.014775
7.2,26,1.4809999999999999,-0.009325
7.2,27,1.145,0.013309999999999999
7.2,28,0.675,0.039455000000000004
7.2,29,0.28600000000000003,0.052885
7.2,30,-0.042,0.062335
7.2,31,-0.324,0.069785
7.2,32,-0.5920000000000001,0.074745
7.2,33,-0.65,0.07599
7.2,34,-1.078,0.08192999999999999
7.2,35,-1.3719999999999999,0.08489
7.2,36,-1.5130000000000001,0.08687
7.2,37,-1.868,0.091585
7.2,38,-2.242,0.0943
7.2,39,-2.4090000000000003,0.09579
7.2,40,-2.804,0.099525
7.2,41,-3.332,0.103525
7.2,42,-3.827,0.10579000000000001
7.2,43,-4.006,0.10680999999999999
7.2,44,-4.294,0.10758499999999999
7.2,45,-4.561,0.108115
7.2,46,-4.685,0.108625
7.2,47,-4.688,0.109115
7.2,48,-4.588,0.10983
7.2,49,-4.5489999999999995,0.1123
7.2,50,-4.5360000000000005,0.112545
7.2,51,-4.545,0.11056500000000001
7.2,52,-4.615,0.11058499999999999
7.2,53,-4.691,0.11085
7.2,54,-4.821000000000001,0.109625
7.2,55,-4.923,0.1094
7.2,56,-5.0360000000000005,0.10968499999999999
7.2,57,-5.16,0.10997
7.2,58,-5.273,0.10925499999999999
7.2,59,-5.38,0.10954000000000001
7.2,60,-5.472,0.10931500000000001
7.2,61,-5.5889999999999995,0.10835499999999999
7.2,62,-5.707000000000001,0.10764000000000001
7.2,63,-5.813,0.106925
7.2,64,-5.9,0.1057
7.2,65,-5.994,0.101965
7.2,66,-6.081,0.10125
7.2,67,-6.176,0.10104500000000001
7.2,68,-6.26,0.102595
7.2,69,-6.364,0.099635
7.2,70,-6.455,0.094165
7.2,71,-6.529,0.08694
7.2,72,-6.598,0.08098
7.2,73,-6.657,0.081285
7.2,74,-6.721,0.07259
7.2,75,-6.776,0.06467
7.2,76,-6.813,0.06179
7.25,0,12.277000000000001,0.29594000000000004
7.25,1,11.317,0.26794
7.25,2,10.713,0.25544
7.25,3,10.245999999999999,0.25359
7.25,4,9.841000000000001,0.25529
7.25,5,9.432,0.25706999999999997
7.25,6,9.02,0.250875
7.25,7,9.019,0.250875
7.25,8,8.59,0.24105
7.25,9,8.166,0.230345
7.25,10,7.766,0.21694499999999997
7.25,11,6.952999999999999,0.19552999999999998
7.25,12,6.166,0.18056
7.25,13,5.472,0.164915
7.25,14,4.905,0.1509
7.25,15,4.407,0.13721
7.25,16,3.8760000000000003,0.119745
7.25,17,3.465,0.102075
7.25,18,3.1,0.08265
7.25,19,2.799,0.060204999999999995
7.25,20,2.5140000000000002,0.029965
7.25,21,2.269,0.003235
7.25,22,2.0709999999999997,-0.0147
7.25,23,1.895,-0.01984
7.25,24,1.824,-0.021144999999999997
7.25,25,1.8019999999999998,-0.02041
7.25,26,1.744,-0.019185
7.25,27,1.704,-0.018715
7.25,28,1.479,-0.009325
7.25,29,1.1420000000000001,0.01231
7.25,30,0.67,0.0387
7.25,31,0.27899999999999997,0.052885
7.25,32,-0.051,0.062335
7.25,33,-0.337,0.06954
7.25,34,-0.524,0.07301
7.25,35,-0.609,0.0745
7.25,36,-1.103,0.08268500000000001
7.25,37,-1.25,0.083665
7.25,38,-1.554,0.086625
7.25,39,-1.7380000000000002,0.08960499999999999
7.25,40,-2.109,0.09332
7.25,41,-2.4290000000000003,0.097055
7.25,42,-2.511,0.0963
7.25,43,-2.653,0.09854500000000001
7.25,44,-3.177,0.10154500000000001
7.25,45,-3.6660000000000004,0.10480999999999999
7.25,46,-4.162,0.10560499999999999
7.25,47,-4.404,0.10638
7.25,48,-4.499,0.107135
7.25,49,-4.485,0.10787000000000001
7.25,50,-4.395,0.10983
7.25,51,-4.361000000000001,0.1103
7.25,52,-4.355,0.1103
7.25,53,-4.367,0.10932
7.25,54,-4.454,0.10909500000000001
7.25,55,-4.494,0.10835999999999998
7.25,56,-4.602,0.10837999999999999
7.25,57,-4.689,0.1074
7.25,58,-4.785,0.10793
7.25,59,-4.896,0.107705
7.25,60,-5.013,0.10799
7.25,61,-5.13,0.10803
7.25,62,-5.276,0.10707
7.25,63,-5.345,0.10709
7.25,64,-5.527,0.10615
7.25,65,-5.6339999999999995,0.10643499999999999
7.25,66,-5.735,0.10345499999999999
7.25,67,-5.8389999999999995,0.10074
7.25,68,-5.946000000000001,0.100535
7.25,69,-6.0120000000000005,0.101575
7.25,70,-6.013999999999999,0.100575
7.25,71,-6.1,0.09986
7.25,72,-6.189,0.09614500000000001
7.25,73,-6.28,0.08943
7.25,74,-6.3420000000000005,0.083205
7.25,75,-6.401,0.08
7.25,76,-6.459,0.076305
7.25,77,-6.517,0.067855
7.25,78,-6.561,0.0612
7.25,79,-6.595,0.060585
7.3,0,12.277000000000001,0.29594000000000004
7.3,1,11.317,0.26794
7.3,2,10.713,0.25544
7.3,3,10.245999999999999,0.25359
7.3,4,9.841000000000001,0.25529
7.3,5,9.432,0.25706999999999997
7.3,6,9.02,0.250875
7.3,7,8.972000000000001,0.249815
7.3,8,8.59,0.24105
7.3,9,8.166,0.230345
7.3,10,7.766,0.21694499999999997
7.3,11,6.952999999999999,0.19552999999999998
7.3,12,6.166,0.18056
7.3,13,5.472,0.165915
7.3,14,4.904,0.1509
7.3,15,4.405,0.136455
7.3,16,3.875,0.118745
7.3,17,3.509,0.10434
7.3,18,3.465,0.102075
7.3,19,3.1,0.08365
7.3,20,2.798,0.05945
7.3,21,2.5140000000000002,0.029965
7.3,22,2.27,0.002235
7.3,23,2.072,-0.0147
7.3,24,1.8940000000000001,-0.01984
7.3,25,1.8230000000000002,-0.020390000000000002
7.3,26,1.745,-0.018940000000000002
7.3,27,1.4769999999999999,-0.009325
7.3,28,1.139,0.012555
7.3,29,0.665,0.0387
7.3,30,0.272,0.05364
7.3,31,-0.061,0.06309
7.3,32,-0.35200000000000004,0.06954
7.3,33,-0.41100000000000003,0.07003
7.3,34,-0.628,0.0745
7.3,35,-1.114,0.08244
7.3,36,-1.1320000000000001,0.08244
7.3,37,-1.599,0.087625
7.3,38,-1.6,0.087625
7.3,39,-1.608,0.087625
7.3,40,-1.9780000000000002,0.09134
7.3,41,-2.294,0.095075
7.3,42,-2.568,0.09681000000000001
7.3,43,-2.645,0.097565
7.3,44,-3.023,0.09981
7.3,45,-3.5069999999999997,0.102075
7.3,46,-3.9960000000000004,0.10487
7.3,47,-4.236000000000001,0.1054
7.3,48,-4.33,0.105155
7.3,49,-4.323,0.106135
7.3,50,-4.23,0.10809500000000001
7.3,51,-4.197,0.10956500000000001
7.3,52,-4.191,0.10856500000000001
7.3,53,-4.195,0.10758499999999999
7.3,54,-4.276,0.10660499999999999
7.3,55,-4.314,0.10687
7.3,56,-4.428,0.106645
7.3,57,-4.519,0.10642
7.3,58,-4.622,0.107195
7.3,59,-4.737,0.106725
7.3,60,-4.8580000000000005,0.10601
7.3,61,-4.981,0.106295
7.3,62,-5.127999999999999,0.10609
7.3,63,-5.2,0.10611
7.3,64,-5.377999999999999,0.10517
7.3,65,-5.482,0.1047
7.3,66,-5.581,0.101475
7.3,67,-5.683,0.09976
7.3,68,-5.7860000000000005,0.099065
7.3,69,-5.877000000000001,0.09735
7.3,70,-5.994,0.0939
7.3,71,-6.087999999999999,0.08794
7.3,72,-6.157,0.08047
7.3,73,-6.224,0.076775
7.3,74,-6.289,0.06759
7.3,75,-6.341,0.0612
7.3,76,-6.379,0.060114999999999995
7.35,0,12.277000000000001,0.29594000000000004
7.35,1,11.317,0.26794
7.35,2,10.713,0.25544
7.35,3,10.245999999999999,0.25359
7.35,4,9.841000000000001,0.25529
7.35,5,9.432,0.25706999999999997
7.35,6,9.02,0.250875
7.35,7,8.925,0.24875500000000003
7.35,8,8.59,0.24105
7.35,9,8.166,0.230345
7.35,10,7.766,0.21694499999999997
7.35,11,6.952999999999999,0.19552999999999998
7.35,12,6.166,0.18056
7.35,13,5.471,0.16516
7.35,14,4.902,0.150145
7.35,15,4.4030000000000005,0.136455
7.35,16,3.8739999999999997,0.118745
7.35,17,3.57,0.10687
7.35,18,3.465,0.102075
7.35,19,3.1,0.08340499999999999
7.35,20,2.798,0.060204999999999995
7.35,21,2.5140000000000002,0.030964999999999996
7.35,22,2.272,0.003235
7.35,23,2.073,-0.0147
7.35,24,1.974,-0.018025
7.35,25,1.893,-0.01984
7.35,26,1.821,-0.021144999999999997
7.35,27,1.744,-0.019185
7.35,28,1.475,-0.009325
7.35,29,1.136,0.01231
7.35,30,0.66,0.038455
7.35,31,0.263,0.05264
7.35,32,-0.073,0.06209
7.35,33,-0.268,0.06680499999999999
7.35,34,-0.368,0.06929500000000001
7.35,35,-0.649,0.0745
7.35,36,-0.998,0.08046
7.35,37,-1.169,0.08244
7.35,38,-1.476,0.0864
7.35,39,-1.6580000000000001,0.08738
7.35,40,-1.847,0.09036
7.35,41,-2.16,0.09333999999999999
7.35,42,-2.432,0.09483
7.35,43,-2.69,0.09683
7.35,44,-2.822,0.098075
7.35,45,-2.87,0.098075
7.35,46,-3.3480000000000003,0.101095
7.35,47,-3.832,0.10289000000000001
7.35,48,-4.069,0.10366500000000001
7.35,49,-4.162,0.10442
7.35,50,-4.1610000000000005,0.104155
7.35,51,-4.066,0.10636
7.35,52,-4.034,0.10783
7.35,53,-4.0280000000000005,0.107075
7.35,54,-4.024,0.10685
7.35,55,-4.098,0.10487
7.35,56,-4.135,0.10538
7.35,57,-4.254,0.10490999999999999
7.35,58,-4.352,0.10468499999999999
7.35,59,-4.46,0.10545999999999998
7.35,60,-4.578,0.104745
7.35,61,-4.704,0.105275
7.35,62,-4.833,0.104315
7.35,63,-4.981,0.10411
7.35,64,-5.055,0.10413
7.35,65,-5.23,0.10419
7.35,66,-5.33,0.101965
7.35,67,-5.426,0.099495
7.35,68,-5.524,0.098535
7.35,69,-5.626,0.09733
7.35,70,-5.712999999999999,0.094615
7.35,71,-5.824,0.090165
7.35,72,-5.912000000000001,0.083205
7.35,73,-5.977,0.07624500000000001
7.35,74,-6.037999999999999,0.07106
7.35,75,-6.096,0.06262999999999999
7.35,76,-6.14,0.058504999999999995
7.4,0,12.277000000000001,0.29594000000000004
7.4,1,11.317,0.26794
7.4,2,10.712,0.254685
7.4,3,10.245999999999999,0.25359
7.4,4,9.841000000000001,0.25529
7.4,5,9.432,0.25706999999999997
7.4,6,9.02,0.250875
7.4,7,8.877,0.24694000000000002
7.4,8,8.59,0.24105
7.4,9,8.166,0.230345
7.4,10,7.765,0.21619000000000002
7.4,11,6.952999999999999,0.19552999999999998
7.4,12,6.165,0.180805
7.4,13,5.471,0.165915
7.4,14,4.901,0.151145
7.4,15,4.401,0.136455
7.4,16,3.873,0.118745
7.4,17,3.6310000000000002,0.1094
7.4,18,3.465,0.102075
7.4,19,3.0989999999999998,0.08365
7.4,20,2.798,0.060204999999999995
7.4,21,2.513,0.029965
7.4,22,2.273,0.003235
7.4,23,2.147,-0.00813
7.4,24,2.074,-0.014944999999999998
7.4,25,1.892,-0.020085
7.4,26,1.82,-0.02139
7.4,27,1.742,-0.018940000000000002
7.4,28,1.473,-0.00957
7.4,29,1.133,0.013309999999999999
7.4,30,0.654,0.039455000000000004
7.4,31,0.253,0.052885
7.4,32,-0.086,0.06309
7.4,33,-0.159,0.06458
7.4,34,-0.387,0.06929500000000001
7.4,35,-0.672,0.07525499999999999
7.4,36,-0.882,0.07848
7.4,37,-1.21,0.08244
7.4,38,-1.354,0.084175
7.4,39,-1.71,0.088135
7.4,40,-1.723,0.088135
7.4,41,-2.0269999999999997,0.09136
7.4,42,-2.298,0.09285
7.4,43,-2.552,0.09585
7.4,44,-2.786,0.097095
7.4,45,-3.025,0.09836
7.4,46,-3.093,0.09836
7.4,47,-3.1910000000000003,0.099115
7.4,48,-3.6689999999999996,0.101155
7.4,49,-3.903,0.10268499999999998
7.4,50,-3.995,0.10244
7.4,51,-4.0,0.103175
7.4,52,-3.903,0.103625
7.4,53,-3.872,0.10534
7.4,54,-3.865,0.10534
7.4,55,-3.855,0.10436
7.4,56,-3.9210000000000003,0.10413499999999999
7.4,57,-3.957,0.103645
7.4,58,-4.082,0.103175
7.4,59,-4.184,0.10395
7.4,60,-4.2989999999999995,0.10347999999999999
7.4,61,-4.42,0.10400999999999999
7.4,62,-4.55,0.103295
7.4,63,-4.685,0.103335
7.4,64,-4.834,0.102375
7.4,65,-4.91,0.10215
7.4,66,-5.082,0.1017
7.4,67,-5.1770000000000005,0.10023
7.4,68,-5.27,0.09851499999999999
7.4,69,-5.3660000000000005,0.0958
7.4,70,-5.4639999999999995,0.093595
7.4,71,-5.546,0.09087999999999999
7.4,72,-5.652,0.084675
7.4,73,-5.733,0.07847
7.4,74,-5.797000000000001,0.072265
7.4,75,-5.853,0.064835
7.4,76,-5.9,0.058935
7.4,77,-5.935,0.058320000000000004
7.45,0,12.277000000000001,0.29594000000000004
7.45,1,11.315999999999999,0.267185
7.45,2,10.712,0.254685
7.45,3,10.245999999999999,0.25359
7.45,4,9.841000000000001,0.25529
7.45,5,9.431000000000001,0.256315
7.45,6,9.02,0.250875
7.45,7,8.83,0.246125
7.45,8,8.59,0.24105
7.45,9,8.166,0.230345
7.45,10,7.765,0.21619000000000002
7.45,11,6.952999999999999,0.19552999999999998
7.45,12,6.165,0.18056
7.45,13,5.47,0.16516
7.45,14,4.9,0.1509
7.45,15,4.399,0.137455
7.45,16,3.872,0.119745
7.45,17,3.6910000000000003,0.11242
7.45,18,3.465,0.102075
7.45,19,3.0989999999999998,0.08340499999999999
7.45,20,2.7969999999999997,0.060204999999999995
7.45,21,2.636,0.04382
7.45,22,2.513,0.029965
7.45,23,2.32,0.00703
7.45,24,2.275,0.00299
7.45,25,2.073,-0.014944999999999998
7.45,26,1.891,-0.019084999999999998
7.45,27,1.818,-0.021144999999999997
7.45,28,1.74,-0.01994
7.45,29,1.47,-0.009325
7.45,30,1.129,0.013309999999999999
7.45,31,0.647,0.039455000000000004
7.45,32,0.243,0.05364
7.45,33,-0.040999999999999995,0.0616
7.45,34,-0.1,0.062845
7.45,35,-0.408,0.06929500000000001
7.45,36,-0.6990000000000001,0.07525499999999999
7.45,37,-0.7659999999999999,0.0765
7.45,38,-1.22,0.08295
7.45,39,-1.2570000000000001,0.083195
7.45,40,-1.5859999999999999,0.08691
7.45,41,-1.8090000000000002,0.08889
7.45,42,-1.8940000000000001,0.090135
7.45,43,-2.1630000000000003,0.092625
7.45,44,-2.415,0.094115
7.45,45,-2.647,0.09587000000000001
7.45,46,-2.883,0.096625
7.45,47,-3.105,0.09788999999999999
7.45,48,-3.341,0.09991
7.45,49,-3.533,0.100175
7.45,50,-3.738,0.10095
7.45,51,-3.8289999999999997,0.10070499999999999
7.45,52,-3.84,0.10119500000000001
7.45,53,-3.741,0.102645
7.45,54,-3.71,0.10436
7.45,55,-3.7030000000000003,0.10460499999999999
7.45,56,-3.685,0.103625
7.45,57,-3.745,0.1024
7.45,58,-3.778,0.102665
7.45,59,-3.91,0.10244
7.45,60,-4.018,0.102215
7.45,61,-4.137,0.1025
7.45,62,-4.263,0.102275
7.45,63,-4.397,0.10255999999999998
7.45,64,-4.5360000000000005,0.102355
7.45,65,-4.686,0.10115
7.45,66,-4.765,0.10017000000000001
7.45,67,-4.9319999999999995,0.099475
7.45,68,-5.023,0.09725
7.45,69,-5.113,0.09477999999999999
7.45,70,-5.205,0.09382
7.45,71,-5.301,0.08986
7.45,72,-5.379,0.087145
7.45,73,-5.479,0.079695
7.45,74,-5.553999999999999,0.07249
7.45,75,-5.6129999999999995,0.06555
7.45,76,-5.662999999999999,0.060385
7.45,77,-5.705,0.054485000000000006
7.5,0,12.277000000000001,0.29594000000000004
7.5,1,11.315999999999999,0.267185
7.5,2,10.712,0.254685
7.5,3,10.245999999999999,0.25359
7.5,4,9.84,0.254535
7.5,5,9.431000000000001,0.256315
7.5,6,9.02,0.25063
7.5,7,8.783,0.246065
7.5,8,8.59,0.24105
7.5,9,8.166,0.230345
7.5,10,7.765,0.21619000000000002
7.5,11,6.952999999999999,0.195285
7.5,12,6.164,0.179805
7.5,13,5.47,0.165915
7.5,14,4.898,0.151145
7.5,15,4.396,0.136455
7.5,16,3.8710000000000004,0.1195
7.5,17,3.752,0.11495
7.5,18,3.465,0.102075
7.5,19,3.1860000000000004,0.08868999999999999
7.5,20,3.0980000000000003,0.08365
7.5,21,2.858,0.066
7.5,22,2.7969999999999997,0.060204999999999995
7.5,23,2.513,0.030964999999999996
7.5,24,2.4730000000000003,0.02568
7.5,25,2.274,0.00299
7.5,26,2.0709999999999997,-0.014944999999999998
7.5,27,1.889,-0.020085
7.5,28,1.8159999999999998,-0.021144999999999997
7.5,29,1.7380000000000002,-0.01994
7.5,30,1.4669999999999999,-0.009325
7.5,31,1.124,0.01231
7.5,32,0.639,0.03821
7.5,33,0.231,0.053395000000000005
7.5,34,0.069,0.058620000000000005
7.5,35,-0.11699999999999999,0.06309
7.5,36,-0.43200000000000005,0.06929500000000001
7.5,37,-0.643,0.07452
7.5,38,-0.731,0.07501000000000001
7.5,39,-1.103,0.08097
7.5,40,-1.314,0.08395
7.5,41,-1.463,0.08492999999999999
7.5,42,-1.76,0.08791
7.5,43,-1.915,0.0894
7.5,44,-2.031,0.08989
7.5,45,-2.279,0.09213500000000001
7.5,46,-2.51,0.09389
7.5,47,-2.741,0.0954
7.5,48,-2.9619999999999997,0.09691
7.5,49,-3.194,0.09792999999999999
7.5,50,-3.405,0.09895
7.5,51,-3.511,0.09846
7.5,52,-3.6060000000000003,0.09997
7.5,53,-3.674,0.099725
7.5,54,-3.682,0.100215
7.5,55,-3.677,0.10046000000000001
7.5,56,-3.608,0.101175
7.5,57,-3.5839999999999996,0.10091
7.5,58,-3.549,0.10287
7.5,59,-3.61,0.101175
7.5,60,-3.714,0.10095
7.5,61,-3.8169999999999997,0.100725
7.5,62,-3.918,0.1015
7.5,63,-4.042,0.100275
7.5,64,-4.178,0.10056
7.5,65,-4.279,0.10009
7.5,66,-4.383,0.09962
7.5,67,-4.493,0.09939500000000001
7.5,68,-4.611000000000001,0.09843500000000001
7.5,69,-4.752,0.097475
7.5,70,-4.901,0.094025
7.5,71,-5.059,0.08984
7.5,72,-5.1370000000000005,0.086125
7.5,73,-5.2170000000000005,0.082165
7.5,74,-5.301,0.07496
7.5,75,-5.3839999999999995,0.066775
7.5,76,-5.455,0.05814
7.5,77,-5.507000000000001,0.056075
7.55,0,12.277000000000001,0.29594000000000004
7.55,1,11.315999999999999,0.267185
7.55,2,10.712,0.254685
7.55,3,10.245999999999999,0.25359
7.55,4,9.84,0.255535
7.55,5,9.431000000000001,0.256315
7.55,6,9.02,0.25063
7.55,7,8.735,0.24425
7.55,8,8.59,0.24105
7.55,9,8.166,0.2301
7.55,10,7.765,0.21719000000000002
7.55,11,6.952999999999999,0.195285
7.55,12,6.164,0.180805
7.55,13,5.468999999999999,0.16516
7.55,14,4.896,0.150145
7.55,15,4.393,0.136455
7.55,16,3.8689999999999998,0.119745
7.55,17,3.813,0.117725
7.55,18,3.465,0.102075
7.55,19,3.425,0.10005499999999999
7.55,20,3.097,0.08365
7.55,21,3.07,0.081385
7.55,22,2.7960000000000003,0.060204999999999995
7.55,23,2.512,0.030964999999999996
7.55,24,2.273,0.00399
7.55,25,2.07,-0.013944999999999999
7.55,26,1.8869999999999998,-0.020085
7.55,27,1.814,-0.02139
7.55,28,1.736,-0.019185
7.55,29,1.464,-0.00957
7.55,30,1.119,0.01231
7.55,31,0.63,0.03821
7.55,32,0.217,0.052395000000000004
7.55,33,0.179,0.05464
7.55,34,-0.135,0.062845
7.55,35,-0.45799999999999996,0.07005
7.55,36,-0.53,0.07153999999999999
7.55,37,-0.769,0.07501000000000001
7.55,38,-0.986,0.07899
7.55,39,-1.3259999999999998,0.08346
7.55,40,-1.381,0.08395
7.55,41,-1.636,0.08592999999999999
7.55,42,-1.895,0.088665
7.55,43,-2.053,0.090665
7.55,44,-2.1430000000000002,0.09091
7.55,45,-2.372,0.092665
7.55,46,-2.6,0.09442
7.55,47,-2.821,0.09493
7.55,48,-3.048,0.096195
7.55,49,-3.26,0.096215
7.55,50,-3.364,0.09748
7.55,51,-3.46,0.097235
7.55,52,-3.5269999999999997,0.09799
7.55,53,-3.536,0.09899
7.55,54,-3.532,0.098725
7.55,55,-3.466,0.100195
7.55,56,-3.438,0.100175
7.55,57,-3.403,0.10089
7.55,58,-3.45,0.09992999999999999
7.55,59,-3.525,0.098705
7.55,60,-3.6239999999999997,0.099235
7.55,61,-3.733,0.099255
7.55,62,-3.865,0.098785
7.55,63,-4.0089999999999995,0.09907
7.55,64,-4.113,0.098845
7.55,65,-4.218999999999999,0.09813
7.55,66,-4.33,0.09766
7.55,67,-4.448,0.0967
7.55,68,-4.585,0.09473999999999999
7.55,69,-4.729,0.09178
7.55,70,-4.88,0.08684
7.55,71,-4.955,0.083125
7.55,72,-5.031000000000001,0.07892
7.55,73,-5.11,0.07147
7.55,74,-5.188,0.06304
7.55,75,-5.254,0.056405
7.55,76,-5.3020000000000005,0.055095000000000005
7.6,0,12.277000000000001,0.29594000000000004
7.6,1,11.315999999999999,0.267185
7.6,2,10.712,0.254685
7.6,3,10.245999999999999,0.25359
7.6,4,9.84,0.255535
7.6,5,9.431000000000001,0.256315
7.6,6,9.019,0.249875
7.6,7,8.687000000000001,0.24343499999999998
7.6,8,8.59,0.24105
7.6,9,8.166,0.2301
7.6,10,7.765,0.21694499999999997
7.6,11,6.952999999999999,0.195285
7.6,12,6.164,0.18056
7.6,13,5.523,0.16669
7.6,14,5.468,0.16516
7.6,15,4.894,0.150145
7.6,16,4.388999999999999,0.1367
7.6,17,3.867,0.118745
7.6,18,3.464,0.102075
7.6,19,3.097,0.08340499999999999
7.6,20,2.795,0.060204999999999995
7.6,21,2.511,0.030964999999999996
7.6,22,2.271,0.003235
7.6,23,2.068,-0.014944999999999998
7.6,24,1.885,-0.020085
7.6,25,1.8119999999999998,-0.020390000000000002
7.6,26,1.734,-0.019185
7.6,27,1.46,-0.00957
7.6,28,1.114,0.012065000000000001
7.6,29,0.62,0.03821
7.6,30,0.309,0.04966
7.6,31,0.20199999999999999,0.053395000000000005
7.6,32,-0.155,0.0636
7.6,33,-0.395,0.068315
7.6,34,-0.489,0.07005
7.6,35,-0.8109999999999999,0.07601000000000001
7.6,36,-0.87,0.07725499999999999
7.6,37,-1.21,0.081725
7.6,38,-1.466,0.08470499999999999
7.6,39,-1.511,0.08546000000000001
7.6,40,-1.77,0.08744
7.6,41,-2.008,0.089685
7.6,42,-2.234,0.09093
7.6,43,-2.24,0.090685
7.6,44,-2.46,0.09244
7.6,45,-2.679,0.09395
7.6,46,-2.903,0.09446
7.6,47,-3.114,0.095235
7.6,48,-3.218,0.09574500000000001
7.6,49,-3.313,0.09601
7.6,50,-3.3789999999999996,0.096765
7.6,51,-3.391,0.09701
7.6,52,-3.387,0.096745
7.6,53,-3.326,0.09746
7.6,54,-3.292,0.09895
7.6,55,-3.2569999999999997,0.099665
7.6,56,-3.29,0.09944
7.6,57,-3.3360000000000003,0.09746
7.6,58,-3.431,0.097745
7.6,59,-3.5469999999999997,0.09752000000000001
7.6,60,-3.688,0.09805
7.6,61,-3.84,0.09758
7.6,62,-3.946,0.09711
7.6,63,-4.055,0.095885
7.6,64,-4.167,0.095925
7.6,65,-4.2860000000000005,0.09521
7.6,66,-4.419,0.09249500000000001
7.6,67,-4.556,0.08929
7.6,68,-4.699,0.08435
7.6,69,-4.772,0.080635
7.6,70,-4.845,0.074675
7.6,71,-4.92,0.068225
7.6,72,-4.992,0.060305
7.6,73,-5.053,0.054425
7.65,0,12.277000000000001,0.29594000000000004
7.65,1,11.315999999999999,0.26694
7.65,2,10.712,0.254685
7.65,3,10.245999999999999,0.25359
7.65,4,9.84,0.255535
7.65,5,9.431000000000001,0.256315
7.65,6,9.019,0.249875
7.65,7,8.639,0.24161999999999997
7.65,8,8.59,0.24105
7.65,9,8.166,0.2301
7.65,10,7.765,0.21694499999999997
7.65,11,6.952999999999999,0.195285
7.65,12,6.162999999999999,0.180805
7.65,13,5.662999999999999,0.170015
7.65,14,5.468,0.165915
7.65,15,4.8919999999999995,0.151145
7.65,16,4.385,0.1367
7.65,17,3.867,0.119745
7.65,18,3.463,0.10232000000000001
7.65,19,3.096,0.08340499999999999
7.65,20,2.7939999999999996,0.060204999999999995
7.65,21,2.51,0.030719999999999997
7.65,22,2.27,0.00399
7.65,23,2.066,-0.014944999999999998
7.65,24,1.883,-0.020085
7.65,25,1.8090000000000002,-0.020390000000000002
7.65,26,1.7309999999999999,-0.019185
7.65,27,1.456,-0.00957
7.65,28,1.107,0.012065000000000001
7.65,29,0.609,0.03821
7.65,30,0.42,0.04568
7.65,31,0.185,0.05315
7.65,32,-0.17800000000000002,0.0636
7.65,33,-0.282,0.065335
7.65,34,-0.525,0.06980499999999999
7.65,35,-0.741,0.07503
7.65,36,-0.862,0.076765
7.65,37,-1.093,0.07974500000000001
7.65,38,-1.38,0.082725
7.65,39,-1.574,0.085215
7.65,40,-1.645,0.086215
7.65,41,-1.881,0.08746
7.65,42,-2.105,0.08870499999999999
7.65,43,-2.323,0.09046
7.65,44,-2.526,0.091215
7.65,45,-2.539,0.091215
7.65,46,-2.7569999999999997,0.093235
7.65,47,-2.969,0.09325499999999999
7.65,48,-3.072,0.093765
