#r,Jmag,J_H
9.31332,16.51,0.72000027
9.79482,13.65,0.42999935
9.30984,16.595,0.5419998
8.531220000000001,16.189,0.51799965
9.94602,16.637,0.31099892
8.54634,15.153,0.39999962
8.65014,16.259,0.5770006
7.76946,15.641,0.7220001
8.57418,16.328,1.1149988
8.21958,16.07,0.77999973
8.15658,15.759,0.8359995
8.48544,16.649,0.5109997
7.80258,15.257,0.8109999
8.156939999999999,15.227,0.7919998
9.9642,16.659,0.29100037
9.7548,16.263,1.0650005
9.77472,13.885,0.21700001
9.27174,16.231,0.69100094
9.90006,14.388,0.5459995
9.682200000000002,13.24,0.38099957
9.986999999999998,15.24,0.70899963
9.9951,16.42,0.7659998
9.64356,14.945,1.0869999
9.82872,15.569,0.64900017
9.718440000000001,16.387,1.4589987
9.66864,16.014,0.45399952
9.72768,14.889,0.40400028
9.84036,13.959,0.8459997
9.47826,14.973,0.56799984
9.75966,13.889,0.5830002
9.623999999999999,15.069,0.57800007
9.71664,16.419,0.61300087
9.42774,16.317,0.4439993
9.66132,16.638,0.934
9.56442,16.006,0.9920006
9.5214,15.741,0.6079998
9.5625,16.841,1.1549997
9.160680000000001,16.314,0.94099903
9.45786,16.273,0.51700115
9.33174,13.563,0.75099945
9.02976,16.181,0.5199995
9.26154,12.049,0.8839998
9.28986,16.118,0.658
9.12528,16.188,0.7880001
9.09114,15.211,0.6860008
9.02376,15.042,0.49399948
8.94912,16.559,0.6569996
9.14958,16.51,0.8330002
9.84954,15.529,0.6540003
8.917860000000001,16.847,0.9020004
8.93334,15.181,0.9910002
9.313740000000001,16.54,0.82000065
9.83634,15.805,0.684
9.91302,16.169,0.6260004
9.31254,15.907,0.5249996
9.855839999999999,15.891,0.65899944
9.4068,16.177,0.5830002
9.21804,16.132,0.8760004
8.90952,13.536,0.3959999
9.00954,14.585,0.6370001
8.89542,15.464,0.4949999
9.91014,16.13,0.5739994
8.744340000000001,12.022,0.47000027
9.49776,16.599,0.31200027
8.554680000000001,14.855,0.98899937
7.1271,16.408,0.58200073
6.99444,16.71,1.4089994
7.0873800000000005,16.076,0.5450001
7.26384,15.85,0.533
8.63994,16.611,0.8579998
7.2050399999999994,16.615,0.81900024
7.3395,12.679,0.40499973
7.04034,16.474,0.9370012
7.22616,16.605,0.7419996
7.58298,14.482,0.5180006
8.40816,15.149,0.49400043
8.86722,15.001,0.24800014
8.49078,16.925,0.789999
8.4579,15.68,0.9130001
7.61028,15.991,0.44500065
8.21298,14.399,0.6380005
7.8670800000000005,16.049,0.7329998
7.39602,15.721,0.8619995
7.08948,15.263,0.7069998
7.56792,16.597,1.3459997
7.6921800000000005,14.818,0.5609999
8.26428,14.584,0.6229992
8.304960000000001,16.727,0.5869999
8.52876,16.902,0.87800026
8.49012,16.634,0.7750006
8.19582,16.602,0.65899944
8.65116,15.557,0.48700047
8.56716,16.544,0.6210003
8.1696,16.63,0.7079992
8.44734,16.263,0.3180008
7.68144,10.97,1.0230007
7.6770000000000005,15.297,1.0539999
7.66602,16.563,0.7649994
7.854419999999999,14.463,1.0600004
7.55724,12.716,0.8399992
8.03772,16.508,0.5749998
7.670699999999999,15.012,0.8100004
5.53122,16.657,1.3799992
5.62836,16.568,0.78200054
5.42724,12.786,0.8540001
6.39048,16.702,0.71299934
5.450699999999999,15.744,0.28200054
5.5095600000000005,14.487,0.5730009
5.59566,15.686,0.66499996
5.40858,16.688,0.8119993
5.26038,16.788,0.35000038
5.47626,13.656,0.50699997
5.63034,16.216,0.8909998
6.8738399999999995,16.038,0.375
5.40876,16.678,0.5129986
5.74116,16.598,-0.4510002
5.50896,14.872,0.69299984
5.4018,15.988,1.1680002
5.545380000000001,15.09,0.7329998
6.83418,16.574,0.67499924
5.6619600000000005,14.217,0.60999966
5.7348,16.968,0.92700005
6.72672,16.346,0.79500103
6.750299999999999,16.801,0.9370003
6.74142,15.861,0.5539999
6.73896,15.474,0.96399975
6.61224,15.594,0.8079996
6.66774,16.277,0.61200047
6.9054,16.004,0.8239994
6.7520999999999995,16.792,0.7689991
6.54978,15.742,0.45799923
6.53256,12.469,0.5459995
6.524520000000001,16.4,0.6069994
5.935020000000001,12.991,0.47099972
6.82728,15.204,0.52000046
5.88132,12.206,0.34800053
6.060899999999999,12.505,0.6999998
5.91144,16.018,0.6879997
5.91978,14.972,0.49699974
6.06546,16.663,1.2620001
6.06282,14.978,0.9359999
6.11184,16.6,0.8670006
6.1236,14.753,1.224
6.44178,16.224,0.7050009
6.305400000000001,11.428,1.0700006
6.252479999999999,14.092,0.42000008
6.32418,13.706,0.76500034
3.5868,14.96,0.6999998
3.70572,15.879,0.5479994
3.78168,15.569,0.5100002
3.747,16.4,1.3149996
3.75804,16.62,1.2560005
3.53334,15.865,0.6739998
4.12482,16.23,0.68099976
3.42324,17.004,1.2019997
3.6698999999999997,16.939,1.0339994
3.44934,13.182,0.941
4.69416,15.35,0.4790001
5.18562,13.785,0.63799953
3.9452999999999996,13.681,0.38399982
3.7565999999999997,17.105,1.0450001
4.3892999999999995,15.805,0.88899994
3.94218,14.458,0.66499996
4.57368,15.908,0.55099964
4.69794,16.059,0.77299976
4.98156,16.39,0.29999924
5.00448,14.969,0.67700005
4.57608,12.587,0.4829998
4.582800000000001,16.067,0.70499897
3.9708,16.094,0.50699997
4.99482,15.153,0.8369999
4.73316,15.436,0.49300003
5.20638,16.666,0.8660002
5.017440000000001,15.792,0.6300001
5.0964,14.687,1.125
4.9479,15.837,0.691
4.98354,14.6,0.44400024
5.0300400000000005,16.8,0.69999886
4.40538,13.633,0.9420004
4.299239999999999,14.737,0.59100056
4.09056,16.162,0.94500065
4.86288,16.587,0.8959999
4.2747,16.418,0.87199974
4.227,14.607,0.6800003
4.40736,16.605,0.77299976
4.76826,16.772,0.7369995
4.31328,14.71,0.6999998
4.47306,15.67,0.55200005
4.54566,16.588,0.6699991
1.8127199999999999,15.61,0.7109995
1.90086,15.451,0.8170004
1.72098,16.269,0.33099937
2.0471399999999997,10.937,1.2730007
1.77282,12.694,0.8649998
1.7453400000000001,16.472,0.99400043
3.2863800000000003,16.604,0.559
3.69798,15.059,0.7819996
3.2223599999999997,15.638,0.70099926
3.7302,17.034,1.0300007
2.7491399999999997,13.421,0.9169998
1.8981000000000001,15.832,0.92999935
2.82576,16.672,1.0170012
2.83476,16.263,0.47500038
2.82624,12.582,0.31699944
3.60114,15.581,0.658
3.3393599999999997,16.695,1.1329994
3.46728,16.287,0.3920002
2.0434799999999997,16.801,1.0580006
1.8687,15.202,0.32999992
1.9965,16.111,0.51399994
2.04264,16.535,0.7489996
3.11778,16.468,0.717
3.04668,16.144,0.71299934
3.10134,16.846,0.7350006
3.0034199999999998,17.057,1.2359991
3.1071,16.055,0.87800026
2.82732,16.758,0.68299866
3.13146,16.022,0.6669998
3.1485,15.166,0.7410002
3.40458,16.188,0.7290001
2.9169,15.793,0.4680004
3.63726,16.772,0.9779997
3.36234,16.784,0.8120003
3.25332,15.306,0.40299988
3.3046800000000003,15.098,0.7059994
3.34248,16.396,0.75099945
3.2305800000000002,14.983,0.47499943
2.9010599999999998,16.127,1.0640011
2.91,16.629,0.7439995
2.8346400000000003,14.68,0.60599995
2.4310199999999997,16.774,0.66799927
2.2335000000000003,15.319,0.48900032
2.71212,16.005,0.572999
2.41296,8.587,0.83899975
2.24052,16.297,0.80500126
2.73168,16.792,1.0789995
2.4762,15.918,0.19900036
2.20926,15.337,0.6079998
2.1507,15.181,0.6040001
2.71488,16.485,0.77100086
2.4744,14.131,0.5979996
2.68206,14.197,0.58799934
2.1379799999999998,15.604,0.46000004
2.16474,16.29,0.37900066
2.64642,14.412,0.6960001
2.25948,13.339,1.0079994
2.16066,14.187,1.0250006
2.01342,12.007,0.2840004
1.76694,14.607,0.8000002
1.88082,16.109,0.8659992
0.38904,15.05,0.40700054
2.25162,15.396,0.29100037
2.73942,15.603,0.67199993
2.616,16.812,1.1789999
2.02014,16.63,0.71199894
2.47698,16.577,0.49699974
2.13342,15.151,0.8140001
1.9085999999999999,15.474,0.66499996
2.10168,15.931,0.69199944
2.3163,15.248,0.95300007
0.42558,16.862,1.1269999
1.2091800000000001,14.712,0.53399944
0.97512,16.464,0.743001
1.01658,15.003,0.41900063
1.28994,13.958,1.0580006
1.26732,15.986,0.375
1.25424,14.923,0.5960007
1.41864,16.79,0.65400124
1.2858,14.149,0.63199997
1.56876,16.502,0.77000046
0.9186000000000001,8.977,0.11499977
1.0564799999999999,16.313,0.5739994
0.43596,14.947,0.99699974
1.25952,16.776,1.2229986
0.44634,16.943,0.84200096
1.2533400000000001,14.67,0.5760002
1.17564,13.365,0.50099945
0.70194,11.679,0.24100018
0.90174,15.203,0.3529997
1.0635000000000001,14.444,0.56900024
0.6253200000000001,16.626,0.40299988
1.18326,14.625,0.58600044
1.63872,16.578,0.7699995
1.49076,15.451,0.3920002
1.66398,14.02,0.31000042
2.00268,15.835,0.5390005
1.2849,16.789,0.31200027
1.42668,14.792,0.691
1.61598,15.858,0.2659998
1.43436,16.661,0.6939993
1.03146,15.194,0.3540001
1.55034,16.322,0.61800003
1.0626,14.916,0.6270008
1.5602399999999998,16.572,0.8220005
0.24756000000000003,16.612,0.8309994
0.7820400000000001,15.864,0.2550001
0.6513,16.185,0.70199966
0.1062,16.222,1.0699997
0.49854000000000004,16.498,0.70899963
1.1805,15.363,0.46799946
1.3671600000000002,16.594,1.0120001
1.4677799999999999,16.239,0.9850006
1.33962,15.94,1.0139999
1.28772,15.707,0.6709995
1.3335000000000001,13.644,0.5500002
1.27344,14.945,0.90600014
1.46904,15.933,0.60999966
0.6675,15.736,0.467
1.4949,13.041,1.019
1.0173,14.839,0.5789995
1.3116599999999998,15.414,0.60899925
1.00644,16.643,0.8479996
0.41178000000000003,16.026,0.973999
1.00374,15.133,0.5640001
1.2063000000000001,16.482,0.68300056
1.00992,6.576,0.72800016
1.26714,16.706,0.85999966
0.82596,16.541,2.1620007
0.89664,14.706,0.9200001
1.63848,16.65,0.86800003
1.3818599999999999,16.817,0.91399956
1.45272,16.717,0.49199867
1.46412,16.968,0.7040005
1.85964,16.725,0.9420004
1.57704,15.931,1.7679996
2.0146200000000003,14.883,0.80700016
1.6022399999999999,15.699,0.9720001
2.03436,16.524,1.1940002
2.02584,14.977,0.9300003
1.69188,14.478,0.18799973
1.75848,15.082,3.467
2.06082,16.109,0.9749994
1.7714400000000001,16.5,0.4319992
1.66458,9.012,0.15100002
1.8895199999999999,16.079,0.6100006
1.9380000000000002,16.47,0.8899994
2.25054,14.626,1.1480007
2.46582,10.325,0.083999634
1.6732799999999999,15.679,0.49199963
1.7646,15.121,1.0360003
2.2158599999999997,12.297,0.5640001
2.91798,16.807,1.2509995
1.7895,10.991,1.3579998
4.26354,16.703,0.9429989
2.72346,11.066,0.20800018
3.07998,16.311,1.026001
3.18252,14.023,0.4819994
3.5557800000000004,13.852,0.62300014
3.65898,16.507,0.9569998
4.00542,11.39,1.4840002
2.8794,16.396,0.74300003
2.69898,16.367,1.0280008
3.24042,16.497,0.99300003
3.13326,16.081,0.7489996
3.69828,16.313,0.67599964
3.0827400000000003,14.047,0.6569996
3.2164200000000003,16.712,1.059
2.22318,16.973,0.75699997
3.15624,12.84,0.94400024
3.78342,15.217,0.9399996
3.4917,15.409,0.59000015
2.69928,16.221,0.46100044
2.6812199999999997,15.338,0.651
3.70968,15.716,0.7409992
3.7878600000000002,16.629,1.1160002
3.9399,16.768,0.62400055
3.4365,16.197,0.5960007
3.49212,9.327,0.39299965
3.34116,16.618,0.56900024
3.6269400000000003,15.648,0.85599995
2.8467000000000002,15.215,0.7940006
2.66838,16.563,0.7049999
3.03312,14.221,0.64799976
3.01944,15.944,1.1940002
3.29382,17.084,1.053999
3.06774,15.788,0.8100004
2.6654999999999998,15.237,0.9910002
2.6205,16.813,1.2269993
2.9110199999999997,16.919,1.0570002
2.62224,16.072,0.95700073
2.66886,16.102,0.5479994
2.4763200000000003,16.766,0.7890005
2.77164,15.685,0.65700054
2.89842,16.709,0.8699999
3.0895200000000003,16.985,1.3320007
3.19932,16.334,0.92199993
2.85474,16.111,1.1560001
5.72004,15.124,1.6149998
3.9003599999999996,16.378,0.9590006
4.67868,16.066,1.0950003
4.653720000000001,14.015,0.6640005
5.08884,14.375,0.56900024
4.88658,15.996,0.901
5.68314,16.544,1.1450005
5.3778,15.149,0.95300007
4.39206,16.726,0.80200005
3.82746,9.865,0.8149996
4.01892,16.802,1.1540003
5.10816,14.842,1.316
4.9683600000000006,16.921,0.89299965
4.99536,14.479,0.76799965
5.09958,14.694,0.71600056
5.15538,14.69,0.69299984
5.24352,17.015,1.1219997
5.19786,15.121,1.2410002
5.30382,16.601,0.9989996
4.74318,16.965,1.3100004
5.26866,13.705,0.3540001
5.291460000000001,16.036,0.97899914
5.28402,17.218,1.3710003
5.4448799999999995,16.367,1.0210009
5.5174199999999995,14.81,1.2530003
3.92502,13.068,0.22499943
4.7235000000000005,15.775,0.72999954
4.70646,15.88,0.56900024
5.31414,15.069,0.99800014
3.9991800000000004,15.666,0.82500076
4.0893,15.6,0.7010002
3.9189599999999998,16.543,0.2349987
4.14774,15.523,0.64400005
4.32114,16.881,1.3430004
3.8653799999999996,16.064,1.0279989
4.17618,16.429,1.1020012
4.3395,13.189,0.85700035
4.7631,13.735,0.59399986
4.41774,16.864,0.93300056
3.8169000000000004,15.446,0.6529999
4.58244,16.137,1.0909996
4.59324,10.288,0.07499981
4.5057,16.848,0.99300003
4.7118,11.046,0.40099907
6.99048,15.61,0.7979994
6.87666,15.291,0.6600008
6.8215200000000005,16.224,1.4050007
6.21468,16.658,1.1520014
6.73818,16.184,1.1409998
6.65406,15.638,0.9289999
6.44622,16.263,1.2590008
6.1812000000000005,16.334,1.5419998
6.008579999999999,16.718,1.5960007
7.23354,16.049,1.0439997
7.323060000000001,16.742,0.8920002
7.13394,15.083,1.3920002
7.3902600000000005,16.663,0.78499985
6.8334600000000005,15.287,0.79299927
6.73476,15.307,0.7279997
6.7426200000000005,15.239,0.75400066
7.0085999999999995,16.671,1.1759996
6.9927,15.45,0.87699986
6.68604,16.911,1.0609989
6.95958,11.402,0.37000084
6.954359999999999,17.006,1.2610006
6.689220000000001,13.528,0.8629999
6.736800000000001,15.988,1.0889997
5.904,15.628,0.96000004
6.39606,15.305,1.4949999
6.34854,13.864,0.54100037
6.1875599999999995,17.965,1.8369999
6.63474,13.818,1.243
6.52218,15.049,1.2369995
5.90208,16.228,0.3710003
6.73626,14.176,1.1099997
6.6867600000000005,13.73,0.57599926
6.98334,16.148,0.78800106
7.1496,14.937,0.4499998
6.44652,15.4,0.8069992
5.7643200000000006,16.09,0.908
5.60946,16.502,0.95100117
7.14624,17.147,1.5629997
5.74404,14.472,0.73600006
5.7995399999999995,17.0,0.77000046
7.18626,13.653,1.3800001
7.26192,15.979,0.7069998
7.3030800000000005,16.461,0.7900009
8.29002,16.545,0.58399963
7.81632,16.065,0.67400074
8.036340000000001,15.874,0.69199944
8.27184,15.588,0.7020006
9.1368,16.487,0.21699905
8.4027,16.442,0.8069992
8.39784,16.07,0.78100014
9.10356,16.452,0.8470001
8.45586,15.959,0.5799999
8.682960000000001,15.334,1.066
8.83302,16.25,0.8129997
7.692659999999999,14.445,0.7199993
7.728960000000001,16.432,0.6769991
9.16494,15.943,0.86399937
7.9512,16.284,0.8760004
7.9866,16.407,0.73499966
7.9593,15.309,0.58600044
8.0055,15.927,0.79100037
7.647060000000001,16.389,0.6779995
8.07444,15.042,0.7819996
8.1132,15.24,0.6739998
7.80636,15.576,0.651
7.569299999999999,15.644,0.82400036
7.729439999999999,16.31,1.0859995
8.135639999999999,14.745,0.5409994
7.50444,16.7,0.5300007
7.35894,16.709,0.5970001
7.38534,15.031,1.3870001
7.4862,15.638,0.5209999
7.54932,15.932,1.0299997
7.51608,14.117,0.4949999
7.60962,15.299,0.6659994
8.2095,13.442,0.5100002
8.305439999999999,15.989,0.6370001
8.31648,15.298,0.48099995
9.07662,15.49,0.5
8.83092,16.744,1.0379992
8.7039,15.649,0.9829998
8.7636,15.79,1.2440004
8.926319999999999,16.45,1.0360012
8.63568,14.864,0.12699986
8.93262,13.25,0.75300026
8.999939999999999,14.229,0.6499996
8.66454,14.933,0.013999939
8.54094,15.493,0.46899986
8.5491,15.487,0.7230005
8.301120000000001,15.254,0.76900005
8.509920000000001,15.617,0.42299938
8.3142,16.194,0.5120001
8.4072,13.943,0.6160002
8.511719999999999,17.093,1.3780003
8.53386,15.779,0.8850002
8.506739999999999,15.858,0.4790001
8.49966,12.481,0.2840004
9.23526,16.5,0.6160002
9.0357,14.795,0.6520004
9.9993,15.189,0.34599972
9.73548,16.068,0.677001
9.13602,16.127,0.5020008
9.16812,9.184,-0.0050001144
9.26328,16.47,1.5219994
9.30546,16.133,0.6519995
9.61098,13.659,0.9560003
9.47118,13.189,0.32800007
9.55296,16.526,1.2119989
9.55278,15.689,0.6090002
9.09864,15.893,0.6779995
9.63366,14.442,0.9630003
9.605400000000001,15.696,0.52400017
9.961860000000001,16.996,1.2730007
9.81954,14.389,0.26299953
9.94242,16.728,0.5680008
9.84714,15.676,1.2339993
9.75996,15.979,0.4829998
9.87042,14.388,0.69599915
9.89094,12.787,0.8459997
9.622499999999999,15.815,0.6619997
9.66276,16.263,0.809
9.8181,15.156,0.5089998
9.64968,15.579,0.7090006
9.13776,14.155,1.019
9.98598,16.605,0.816
9.7776,16.087,0.83399963
9.19632,15.967,0.51799965
9.65916,16.118,0.7180004
9.73908,14.447,0.69199944
9.88038,16.347,0.8470001
9.9972,13.886,0.85899925
9.835619999999999,14.471,0.63799953
8.518379999999999,16.295,0.71000004
9.4596,13.421,1.4979992
8.5251,15.389,0.6199999
8.3157,15.061,0.54699993
8.90982,14.493,0.65499973
8.526,14.128,0.6430006
8.2422,13.273,0.3239994
8.10264,15.254,0.74800014
9.00888,15.827,0.33299923
8.42052,16.485,1.3810005
8.60676,15.88,0.3039999
8.55858,14.678,0.73600006
8.0445,14.025,0.5209999
8.92488,15.627,0.77400017
9.6768,16.033,0.618001
9.39162,15.898,0.38399982
8.7417,16.129,0.6869993
8.93208,14.78,0.75699997
9.318,16.374,0.8140001
9.34038,16.023,0.8130007
9.31968,15.661,0.34899998
8.70696,13.351,0.7979994
9.753839999999999,14.725,0.60800076
9.22716,16.365,0.8839998
9.31752,14.651,0.5369997
9.66984,16.276,0.14899826
8.12784,13.131,1.2079992
8.500499999999999,13.823,0.48600006
7.8853800000000005,15.413,0.8590002
8.401200000000001,16.204,0.9520006
9.103019999999999,11.01,0.72700024
7.425420000000001,16.241,0.8189993
8.09838,16.53,0.26399994
7.622280000000001,15.863,0.58399963
8.561879999999999,16.059,0.64299965
8.87442,15.578,0.42300034
7.9764,14.038,1.0769997
8.77068,11.986,0.34599972
9.43512,16.58,1.0199995
7.26594,15.302,0.6160002
8.23662,16.173,0.8930006
6.66732,15.821,0.7060003
6.32004,15.284,0.8760004
8.05278,15.489,0.5050001
7.29744,15.402,0.58600044
8.09892,16.391,0.7740011
6.58872,16.647,1.171999
6.99084,15.952,0.67499924
6.82296,16.475,0.9750004
6.20508,16.576,0.9390001
7.560899999999999,16.109,0.9639988
7.4869200000000005,16.211,0.67900085
7.206300000000001,14.992,0.62999916
7.592220000000001,15.301,0.79299927
6.34338,17.042,1.2600002
8.38518,16.414,0.59699917
6.83364,16.502,0.677001
7.0983,15.973,1.0529995
6.83988,14.713,0.70300007
7.711139999999999,14.952,0.6569996
8.33412,15.644,1.0620003
7.076639999999999,16.588,0.8859997
7.537320000000001,15.427,0.4829998
8.663219999999999,16.587,0.7130003
8.64348,15.871,0.72700024
6.52638,15.497,0.6199999
8.370000000000001,13.172,0.49699974
9.02064,15.565,0.6229992
8.4954,14.054,0.3540001
8.44716,14.567,0.7520008
7.58784,15.082,0.52199936
7.38324,16.672,1.0370007
8.06478,14.493,0.41899967
7.24914,15.369,0.63600063
6.60384,15.083,0.6710005
7.70574,16.272,0.5029993
7.48398,16.425,0.5739994
7.26612,16.257,0.86900043
7.795260000000001,16.43,0.80700016
6.957599999999999,16.253,0.6640005
6.62268,14.649,0.5930004
8.551020000000001,11.506,0.85499954
7.780200000000001,16.046,1.0009995
5.99616,15.645,0.9000006
5.9031,16.859,0.7080002
5.58798,15.738,0.533
6.15618,15.503,0.8590002
5.56524,14.262,0.6960001
7.11168,15.999,0.7709999
6.24282,15.943,0.92599964
6.6945,16.151,0.96799946
7.23084,15.068,0.7769995
6.38616,12.21,0.21000004
5.8349400000000005,16.707,0.8380003
6.49302,13.767,0.6210003
7.3156799999999995,13.078,0.43200016
6.06342,16.618,0.6789999
4.68846,16.686,0.7210007
4.62414,13.458,0.9029999
4.44516,16.075,0.5900011
5.48508,16.278,0.76500034
5.23362,16.131,0.84100056
4.49118,16.161,0.7529993
6.427020000000001,16.634,0.5400009
4.81092,13.06,1.1470003
6.23346,17.074,1.5859995
4.84206,15.163,0.45499992
5.7417,16.619,0.6529999
4.2817799999999995,15.247,0.7220001
6.19986,15.866,0.6470003
4.58868,16.733,0.92999935
4.86156,16.277,0.7590008
4.37118,15.271,0.41699982
5.79456,13.697,0.9329996
5.66394,16.564,0.7519989
5.13654,16.806,0.96399975
5.67522,15.995,0.6420002
5.3481000000000005,16.512,0.89599895
5.28444,16.74,0.74599934
6.162240000000001,15.771,0.80999947
7.054259999999999,16.429,0.5610008
5.358960000000001,13.911,0.5830002
5.927759999999999,15.927,1.4969997
7.072380000000001,14.91,0.57299995
5.95572,14.78,0.8369999
6.93762,16.521,0.875
5.7518400000000005,16.036,0.9439993
6.2661,16.921,0.92599964
7.0839,14.773,0.6529999
5.0055,12.03,0.8189993
6.98964,15.76,0.41600037
3.6291599999999997,16.659,0.9460001
4.9920599999999995,16.216,0.5749998
3.879,16.184,0.6350002
6.4408199999999995,16.6,0.7040005
6.1905600000000005,16.369,0.9859991
5.9379,14.719,0.97999954
3.53472,15.663,0.6260004
3.6555,17.018,0.8649998
5.03754,16.016,0.47300053
3.7795799999999997,13.417,1.2200003
6.3098399999999994,16.126,0.49299908
3.88998,16.376,0.6539993
5.94822,16.471,0.61200047
5.35974,16.518,1.0349998
4.99284,16.262,0.89999866
5.22882,15.623,0.26099968
6.41148,13.736,1.0380001
6.4713,16.668,0.7529993
6.68112,15.673,0.8640003
4.2234,15.895,0.74800014
5.45784,11.073,0.1949997
6.3807,16.568,0.4770012
4.80894,16.928,0.7989998
5.7813,16.792,0.36899948
5.52138,13.14,0.7770004
6.34884,16.413,0.9680004
5.48022,15.059,0.67800045
3.94548,16.365,0.49599934
5.9421,14.543,0.5960007
6.029100000000001,16.476,0.94699955
5.5602,16.83,1.1149998
4.12944,15.11,0.8409996
6.09756,15.485,0.57599926
6.1698,12.16,0.2819996
6.78144,16.52,0.8100004
4.69344,15.455,0.58500004
4.12662,15.564,0.47300053
5.02158,16.031,0.36499977
4.4793,14.216,0.36299992
4.30518,16.405,0.8990011
3.2002800000000002,14.459,0.37999916
4.97358,16.848,1.1829996
5.49348,16.724,1.1990013
3.15186,15.951,0.80599976
4.355580000000001,16.628,0.63600063
4.91454,13.316,1.0349998
5.017440000000001,16.314,0.44499874
4.811999999999999,15.647,0.7260008
3.9193200000000004,13.499,0.99300003
5.80206,14.112,0.59900093
3.774,16.981,0.87600136
6.30264,14.333,0.6680002
4.18968,15.229,0.49300003
4.5957,14.884,0.58899975
4.65588,15.309,-0.36299992
4.8604199999999995,16.748,0.97899914
3.67092,16.365,0.651
5.02728,16.734,0.87499905
5.04642,16.552,0.5799999
5.55492,13.94,0.45499992
5.60364,14.256,0.44699955
5.32296,16.016,0.93400097
5.5542,16.321,0.7789993
5.66514,15.86,0.64699936
5.07768,15.836,0.6260004
2.6270399999999996,16.665,0.8400011
3.9209400000000003,16.405,0.5790005
4.222499999999999,13.088,0.98700047
4.80936,16.89,0.9979992
2.56566,15.609,0.55599976
4.80522,15.36,0.64299965
5.2695,16.209,0.5279999
4.86006,15.764,0.7989998
4.95492,16.059,0.5830002
4.682939999999999,16.429,0.49100113
3.7894200000000002,16.438,1.1609993
5.76498,14.218,0.59000015
5.567880000000001,16.543,0.9689989
5.46822,16.271,1.04
5.98554,16.928,0.9259987
4.51008,16.519,0.79899883
3.31788,16.84,1.1890001
4.40088,16.389,0.89299965
3.8680199999999996,15.507,0.6540003
3.18798,14.878,0.43800068
5.83506,13.938,1.0439997
4.965120000000001,15.995,0.8409996
3.45552,15.444,0.6100006
3.25332,12.891,0.5859995
5.184,16.339,0.8500004
4.11102,15.363,0.7049999
2.94096,14.207,0.73499966
4.890000000000001,16.809,0.8310003
3.56814,16.543,0.60799885
3.6237,16.726,1.007
2.66628,14.019,0.52000046
3.29688,16.033,0.8820009
4.015199999999999,15.508,0.65700054
4.1022,15.683,0.58899975
5.626200000000001,16.422,0.5570011
5.881139999999999,14.116,0.39000034
3.92844,14.67,0.60099983
3.5736,16.74,0.80999947
4.42272,15.846,0.8739996
3.05946,16.748,0.72799873
4.493040000000001,14.536,0.3540001
4.56828,14.097,0.4460001
5.96082,15.286,0.816
3.40422,15.575,0.56699944
5.78208,15.992,0.62599945
2.75796,16.863,-0.34399986
4.40556,16.119,0.6349993
6.0307200000000005,16.735,0.8180008
4.972440000000001,16.731,0.9170008
5.90802,15.909,0.7400007
2.75934,16.684,0.7209997
3.64614,13.576,1.9790001
5.3466,16.224,0.81600094
5.94768,16.105,0.5689993
4.72884,16.68,0.5270004
2.9604,17.184,1.533
3.71424,15.36,0.8800001
2.7192,16.216,0.9869995
2.83176,10.478,0.18200016
4.5793800000000005,16.707,1.0090008
3.4017600000000003,14.227,1.0480003
5.689559999999999,14.914,0.875
3.1978199999999997,17.287,1.4440002
4.5444,16.869,0.65999985
3.84822,16.917,1.3389997
3.0723000000000003,11.256,1.2129993
4.89084,15.341,0.70099926
4.02918,16.957,0.8120003
3.63444,16.779,0.6569996
4.8829199999999995,16.284,0.40700054
3.81264,17.157,1.1799994
5.46138,15.6,0.2520008
4.25838,15.835,0.62300014
5.86302,15.056,0.875
2.7465,16.398,0.5620003
3.8358600000000003,13.854,0.6890001
5.27688,16.837,1.0480003
5.03208,16.494,0.6989994
4.5120000000000005,16.129,0.658
2.7453,15.025,0.83799934
3.6156,15.699,0.90700054
3.47196,16.029,0.6769991
5.15442,16.999,0.82299995
4.3311,16.385,0.36600113
2.99106,15.944,1.2189999
3.43944,16.586,0.7600002
4.950419999999999,15.118,0.8640003
5.96802,16.626,1.3209991
5.88804,15.662,0.85499954
3.00516,16.793,1.105999
4.75068,16.273,0.71100044
5.40618,16.437,1.0010004
2.5583400000000003,15.846,0.75199986
6.4182,15.934,0.6960001
5.20998,16.796,0.8029995
4.7115599999999995,16.029,1.0749989
6.55926,16.737,0.7659998
5.5215,16.087,0.70199966
5.9138399999999995,14.541,0.658
4.662,13.944,0.43400002
5.63994,17.162,1.0240002
5.42976,15.336,1.144
4.30386,16.468,0.6300001
5.4456,15.761,0.934
5.54532,16.212,0.7699995
4.58754,15.715,0.6700001
4.51914,16.656,0.6550007
4.87896,13.738,0.9659996
3.58974,16.719,0.8590002
5.80104,16.379,0.87599945
4.00722,14.956,0.47399998
6.3149999999999995,16.149,0.9020004
6.3486,13.995,0.5629997
4.7538,16.37,0.81600094
4.123200000000001,11.587,0.408
6.81774,16.519,0.49099922
6.83622,16.458,0.9200001
4.60452,11.42,0.9560003
4.425,14.949,0.9250002
6.5256,13.758,0.39100075
5.18322,16.42,0.8970003
6.84906,16.467,1.1959991
6.57006,14.74,0.9919996
6.32094,16.363,0.81700134
6.709440000000001,14.923,0.8959999
3.97896,16.121,0.82299995
6.09276,16.373,0.5689993
5.14116,16.266,0.6650009
4.524,15.514,0.93200016
